candidate_id,review_status,level,material_class,availability,catalog_reference_status,needs_ocr,staging_citation_ready,strict_gate,fail_reasons,catalog_as_fulltext_flag
domestic:WM:1940s-luo-longji-portrait,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1940s-zhang-junmai-portrait-1,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1940s-zhang-lan-portrait-zhang-lan-tomb,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1945-liucanzhengyuan-fangwen-yanan,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1945-liucanzhengyuan-fangwen-yanan-2,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1945-maozedong-zhude-liucanzhengyuan,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1945-zhanglan-chongqing-tanpan-gongkai-xin,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-06-23-xiaguan-can'an-maxulun,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-10-18-zhouenlai-minmeng-shanghai-tanpan,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-dengyingchao-daoci-li-wen,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-li-gongpu-yiguanzhong-highres,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-nierongzhen-tici-li-gongpu,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-pengdehuai-tici-li-gongpu,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-qieshi-baozhang-renmin-quanli-an,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-ship-huazhong-minjin-dongbei-jiefangqu,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-taoxingzhi-zangli,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-wen-yiduo-yiguanzhong,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-zhonggong-weituo-minmeng-daiguanfangchan-xin,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-zhouenlai-luolongji-zhengxie,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1946-zhouenlai-shougao-daoci-li-wen,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1947-zhonggong-minmeng-kangyi-zhengfu-jiesan-minmeng,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-cai-chang-shiliang-tiananmen,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-liushaoqi-huangyanpei,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-maozedong-zhude-daoda-beiping,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-minjin-daibiao-heying-yijie-zhengxie,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-minmeng-daibiao-zhonggong-daibiao-huitan,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-minmeng-leaders-see-CCP-mission-off,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-shiliang-tiananmen-cropped,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-song-ching-ling-1st-cppcc,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-wei-sakongliao-songxing,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-xianfa-caogao-zuotanhui-di8zu-heying,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-xinzhengxie-choubeihui-changwei-heying,accepted,L2,一手,full_item_online,verified,0,,PASS,,
domestic:WM:1949-xinzhengxie-choubeihui-changwei-maxulun-categorized,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-xinzhengxie-kaimushi-zhuxitai,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-yijie-zhengxie-nvdaibiao,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-zhang-lan-mao-zedong-heying,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-zhongyang-renmin-zhengfu-zhuxi-fuzhuxi,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-zhongyang-zhengfu-shouge-fuxinjiang-weiwentuan,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-zhouenlai-maxulun-masicong,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:1949-zhouenlai-minmeng-daibiao-xinzhengxie,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:taoxingzhi-heweigui-hengfu,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:wen-yiduo-portrait,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:WM:wen-yiduo-xi-nan-lian-da-yin-zhang,accepted,L2,一手,full_item_online,verified,no,yes,PASS,,
domestic:XINHUA:2017-12-11-cdl-12th-congress-english,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:ZSY:website-anchor-1941-1949,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
