candidate_id,review_status,level,material_class,availability,catalog_reference_status,needs_ocr,staging_citation_ready,strict_gate,fail_reasons,catalog_as_fulltext_flag
domestic:NLC:guangmingbao-1946-issue03-ceasefire-telegram,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue03-double-ten-task-article,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue04,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue04-di-chaobai-us-basic-attitude,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue04-urgent-situation-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue04-yang-bokai-jiang-jieshi-speech-review,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue05,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue05-beijing-comrades-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue06,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue06-editorial-pcc-ten-months,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue06-qian-jiaju-unequal-treaty,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue06-shen-zhiyuan-truce-statement-review,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue07,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue07-qian-jiaju-unequal-treaty,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue07-shen-zhiyuan-truce-statement-review,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue07-why-not-national-assembly,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue10,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue10-guangdong-kmt-protest-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue11,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue11-anti-one-party-constitution,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue11-china-at-1947-threshold,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue11-truman-december-18-statement,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1946-issue11-zhang-lan-shanghai-welcome-speech,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue8,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue8-conditional-national-assembly,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue8-qiu-xini-guangdong-shengtianli,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue8-zhang-tiesheng-republican-withdraw-us-diplomacy,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue9,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1946-issue9-anti-civil-war-conscription-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-12-congratulate-second-plenum-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-12-interview-shen-junru,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-oppose-us-atrocities-shanghai,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-qingmo-democracy-two-paths,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-respond-anti-us-military,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-second-plenum-domestic-situation,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-shanghai-democrats-on-us-atrocities,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-si-tan-guo-shi,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-12-statement-one-sided-constitution,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-12-students-letter-to-truman,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-19-article-01,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-19-article-02,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-19-article-03,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-19-article-04,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-19-article-05,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-1947-12,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-13,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-14,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-16–17,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-18,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-19,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-1947-20,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-issue13-our-attitude-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue13-plenum-clippings,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue13-zhang-lan-plenum-closing,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue13-zhang-lan-plenum-opening,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue14-li-boqiu-plenum-gains,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue14-pcc-anniversary-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue14-plenum-political-report,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue14-shen-zhiyuan-plenum-impression,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue15-heavier-task-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue15-huang-yaomian-pcc-line,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue16-17-li-jishen-situation-views,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue16-17-minmeng-situation-declaration,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue16-17-moscow-conference-china-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue16-17-respond-li-jishen-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue18-nantotal-press-reception,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue18-peng-zemin-statement,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue18-people-cannot-endure-editorial,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue21,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-issue21-critique-dictatorship-new-policy-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-issue21-deng-chumin-middle-route,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-issue22-action-memorial-peng,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-cry-recall-xingzhi-deng,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-dare-not-forget-chen,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-dictators-killed-them-ye,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-double-effort-people-shen,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-fight-for-human-rights-editorial,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1947-issue22-gongpu-rest-in-peace-simu,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-gongpu-still-beside-zhang,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-hengshe-tonghua-sa,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-history-essays-shen-gong,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-learn-taofen-spirit-hu,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-liwen-anniversary-qian,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-meixian-recent-look,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-middle-route-again-deng,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-mourn-and-spur-song,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-one-falls-thousands-rise-lu,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-one-year-war-result-lu,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-painful-memorial-chen,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-pass-the-test-hu-sheng,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-patriotic-poet-wen-hong,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-shantou-black-terror,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1947-issue22-wipe-out-killers-li,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n1,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n1-article,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n1-current-tasks-zhangbojun,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n1-refute-hu-shi-gaoji,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n12,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n12-article,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v1n12-three-premises-li-xiangfu,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v2n1,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1948-1949-v2n1-article,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v2n12,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:guangmingbao-1948-1949-v2n12-article,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:guangmingbao-1948-1949-v2n12-taiwan-liberation,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minmeng-wenxian-1946-congress-declaration-1945-10-16,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-final-war-political-platform,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-formation-declaration,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-minmeng-platform-1945,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-situation-declaration-1945-01-15,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-ten-program,accepted,L2,汇编,full_item_online,verified,0,,PASS,,
domestic:NLC:minmeng-wenxian-1946-toc-political-report-gap,accepted,L3,汇编,full_item_online,verified,no,no,FAIL,G1_level=L3,
domestic:NLC:minmeng-wenxian-1946-whole,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minmeng-yanlunji-1945-congress-declaration,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minmeng-yanlunji-1945-congress-political-report,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minmeng-yanlunji-1945-whole,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85443-1944-05-01,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85444-1944-06-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85445-1944-06-30,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85446-1944-07-16,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85448-1944-09-10,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85449-1944-10-12,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85452-1945-01-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85453-1945-02-25,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85454-1945-05-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-85455-1945-06-13,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n1-1944-05-16,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n10-1944-12-20,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n6-1944-08-15,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n9-1944-11-20,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:minxian-v1n9-democracy-vs-nondemocracy-1944-11-20,accepted,L1,一手,full_item_online,verified,0,,PASS,,
domestic:NLC:observer-1947-3-11-article-government-oppression-minmeng,needs_human_review,L1,一手,surrogate_online,pending,0,,FAIL,G2_avail=surrogate 但证据类型非影像;G4_catref_status=pending,
domestic:NLC:observer-1947-v3n11,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:observer-1947-v3n11-dong-shijin,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:NLC:observer-1947-v3n11-han-depei,accepted,L1,一手,full_item_online,verified,no,yes,PASS,,
domestic:PP:2024-08-09-nonggong-dang-chengli,accepted,L2,待定,full_item_online,verified,,,FAIL,G3_class=待定,
domestic:PP:huishi-daxuexi-difang-zuzhi-jianshe-1,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:PP:menshi-zonglan-minmeng-chengli-4-gaizu,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:PP:menshi-zonglan-series-anchor,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:QY:1991-wo-yu-minmeng-50zhounian-jinianwenji,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:1991-zhongguo-minmeng-jianshi-1941-1949,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:1991-zhongguo-minmeng-shi-1941-1949,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2011-zhongguo-minmeng-qishinian,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2013-minmeng-chutunan,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2013-minmeng-taoxingzhi,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2014-minmeng-dubincheng,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2014-minmeng-tongdizhou,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:2021-qingyang-minmeng-shi,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:chongqing-minmengshi-2014-qunyan,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:mengtuan-lishi-renwu-congshu-anchor,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:mengtuan-lishiwenxian-congshu-anchor,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:qunyan-chubanshe-meng-zhongyang,accepted,L2,汇编,catalogue_only_online,verified,no,yes,FAIL,G2_avail=catalogue_only_online,
domestic:QY:zhongguo-minmengtongmeng-50nian-chongqing-2014,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:QY:zhongguo-minmengtongmengshi-2012-qunyan,accepted,L2,汇编,catalogue_only_online,verified,yes,no,FAIL,G2_avail=catalogue_only_online;G5_ocr_draft,
domestic:RCL:qian-weichang-1942-phd-meng-vice-chairman,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:RCL:textile-engineer-1943-12-join,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:RCL:wenliangmo-1942-join-national-anthem,needs_human_review,L3,汇编,not_online,unpublished,0,,FAIL,G1_level=L3;G2_avail=not_online;G4_catref_status=unpublished,
domestic:RMTZ:2013-01-24-liangshuming-xianggang-guangmingbao,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:RMTZ:dangshi-minmeng-zaili-chengli,accepted,L2,汇编,full_item_online,verified,no,yes,PASS,,
domestic:RMZXB:2015-04-09-guangming-bao-chibaijiafan,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:RMZXB:2024-12-10-huangyanpei-jiuxinzheng,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:RMZXW:2025-05-21-minmeng-chengli-80-zhounian,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:RMZXW:website-anchor-1949,accepted,L2,待定,full_item_online,verified,no,yes,FAIL,G3_class=待定,
domestic:RMrb:1946-11-19-national-assembly-boycott,accepted,L2,汇编,surrogate_online,verified,no,yes,FAIL,G2_avail=surrogate 但证据类型非影像,
domestic:RMrb:1947-11-04-page1-league-illegal-report,accepted,L2,汇编,surrogate_online,verified,no,yes,FAIL,G2_avail=surrogate 但证据类型非影像,
domestic:RMrb:1947-11-07-page1-league-dissolution,accepted,L2,汇编,surrogate_online,verified,no,yes,FAIL,G2_avail=surrogate 但证据类型非影像,
domestic:SAAC:1948-04-30-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1948-04-30-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1948-05-01-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1948-08-01-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1948-10-01-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1948-10-08-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-01-08-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-02-01-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-02-14-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-03-12-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-03,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-04,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-05,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-06,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-21-07,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-22-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-22-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-23-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-25-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-26-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-27-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-27-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-28-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-29-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-29-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-30-01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-30-02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-09-30-03,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c01,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c02,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c03,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c04,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c05,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c06,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c07,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c08,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c09,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c10,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c11,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c12,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c13,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c14,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c15,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c16,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c17,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c18,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c19,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c20,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c21,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c22,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c23,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c24,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c25,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
domestic:SAAC:1949-index-c26,accepted,L1,一手,surrogate_online,verified,yes,no,FAIL,G5_ocr_draft,
