page_id,document_id,doc_key,title,page_label,text_length,disposition_code,citation_ready,review_status,text_excerpt,recommended_action
20702,1526,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde02-f1,中国人民政治协商会议筹备会第二次全体会议决议案（1949-09-17）,page-02,51,D7_SHORT_BODY_CANDIDATE,1,review_only,李香发 天 戴22 之良 符室一 王仁 (我渔客中) 谭平山 ：左逢李鸿 数量子项，(累) 封论3项：,人工对照影像确认完整性后，方可个案解除 citation 禁令
20704,1526,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde02-f1,中国人民政治协商会议筹备会第二次全体会议决议案（1949-09-17）,page-04,58,D7_SHORT_BODY_CANDIDATE,1,review_only,山 王经纂：直学尔 为原杰 载子良 雪荣明 2 史一贵驾院 武朝风李德全 蒋光星 大良 春清 林伯果 质 中 人 便,人工对照影像确认完整性后，方可个案解除 citation 禁令
20707,1527,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde03-f1,中国人民政治协商会议筹备会第二次全体会议记录（1949-09-17）,page-03,93,D7_SHORT_BODY_CANDIDATE,1,review_only,主义，封造主义，官信资产主义的各尼主党派系 人民因体、各界民人士，口的少酸民族和/低外 合，以的的度，表道b尼变及动/低的会 分，统一个口，有统的有骤地 各项：下，建设水A主义的新中口。,人工对照影像确认完整性后，方可个案解除 citation 禁令
20709,1527,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde03-f1,中国人民政治协商会议筹备会第二次全体会议记录（1949-09-17）,page-05,107,D7_SHORT_BODY_CANDIDATE,1,review_only,今别报号れ下， 中关控财政自生金融留面 一.财政收入支，必须建到产格的频要14类剂 下计升完变分节流，以结持对产上的积极性。 自然，支立上应极弱的节约波费，这是节流的主要 方义，公营事业的利简，必能全部投入自生产过,人工对照影像确认完整性后，方可个案解除 citation 禁令
20710,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,中国人民政治协商会议第一届全体会议主席团及秘书长名单（草案）（1949-09）,page-01,64,D7_SHORT_BODY_CANDIDATE,1,review_only,地点：北平中南海节先第立会议室 出席人：等公式 英实结 朱德海 晶纬应 胡限上(国宝航的)合家澄营 缺取：三() 引得人：浓动像,人工对照影像确认完整性后，方可个案解除 citation 禁令
20714,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,中国人民政治协商会议第一届全体会议主席团及秘书长名单（草案）（1949-09）,page-05,76,D7_SHORT_BODY_CANDIDATE,1,review_only,民共和国中央人民政府组藏法（ 国味内各关报的人民共夫务政的国家 民共和国政政月久民兴民生民中意期的全国人民化 民汉府委员金·由十国人民政治临商会议的合理,人工对照影像确认完整性后，方可个案解除 citation 禁令
20715,1529,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde05-f1,中国人民政治协商会议筹备会关于召开中国人民政治协商会议第一届全体会议的通知（1949-09-20）,page-01,79,D7_SHORT_BODY_CANDIDATE,1,review_only,深若 秘书林一元 纪 招耕田、胡乔不 胡念氏黄县臣堂 陈铭福福 楚国南 梅砂集 郭沫若、冻幼先、生 年假店23号 四九年六月六日下午五时 如寿偏会第五少经十一,人工对照影像确认完整性后，方可个案解除 citation 禁令
20725,1534,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde05,沈钧儒在新政治协商会议筹备会开幕典礼上的讲话（1949-06-15）,page-02,63,D6_OCR_GARBLED,1,review_only,笺用会备筹议会商协治政新 e 2 旅 Y 中 33 d 90 中 在 七 午 下 111) 期 限 日 九 定 Y 浙 0 本,重 OCR 或人工复核；citation 禁止
20773,1544,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde01-f1,中央人民政府委员会第一次会议通知（1949-09-30）,page-01,114,D7_SHORT_BODY_CANDIDATE,1,review_only,(公时奔出) 41 兹订于+月一日下午二时在4慎仁堂 举行中央人民政府委员会第一次会议，希准时 出席为荷，此致 (委只，别主帝)(分军) 档中 一、通知联络代表明响合一代伴知。 分头灯 什主帝——打纸8张 委美——打原纸印70份,人工对照影像确认完整性后，方可个案解除 citation 禁令
20777,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,中央人民政府委员会第一次会议签到簿（1949-10-01）,page-01,64,D7_SHORT_BODY_CANDIDATE,1,review_only,72 彭泽民沈钧儒 同徒美书章伯韵 中华人民共和国中央人民政府委员会第一次会议签到藩 陈通李烛尘 高多马寅初 所食淤 中 李锡九,人工对照影像确认完整性后，方可个案解除 citation 禁令
20785,1548,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde05-f1,中央人民政府委员会第一次会议记录（1949-10-01）,page-04,71,D7_SHORT_BODY_CANDIDATE,1,review_only,2+ 21 27 中央人民政府委员会记录纸 罗荣桓为中央人民政府最高人氏检察署检察 长。 四、修改通遇中华人民共和国中央人民政府公告 () 0,人工对照影像确认完整性后，方可个案解除 citation 禁令
20786,1549,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde06-f1,中央人民政府委员会第一次会议任命周恩来为政务院总理兼外交部长的通知书（1949-10-01）,page-01,96,D7_SHORT_BODY_CANDIDATE,1,review_only,第一次会议通过任命周恩来为 中央人民政府任命通知书 一九四九年利国央人 中央人民政府政务院总理兼外交 特此通知 部部长 兹经中央人民政府委员会 主席 民政府之印 中华人民共 府字第○○○号 日,人工对照影像确认完整性后，方可个案解除 citation 禁令
20793,1551,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde08-f1,庆祝中华人民共和国中央人民政府成立典礼程序（附周恩来对聂荣臻、薄一波关于抽调部队参加阅兵请示的批示）（1949-10-01）,page-06,82,D7_SHORT_BODY_CANDIDATE,1,review_only,联奏。 C炮兵师及职车师行进时奏“坦克进行曲”“军队进行曲” B、骑兵行进时奏“骑兵进行曲”。 A、步兵行进时奏“八路军进行曲”。 二、分列式： 当 五 庆装。 5,人工对照影像确认完整性后，方可个案解除 citation 禁令
20801,1551,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde08-f1,庆祝中华人民共和国中央人民政府成立典礼程序（附周恩来对聂荣臻、薄一波关于抽调部队参加阅兵请示的批示）（1949-10-01）,page-14,82,D7_SHORT_BODY_CANDIDATE,1,review_only,联奏。 C炮兵师及职车师行进时奏“坦克进行曲”“军队进行曲” B、骑兵行进时奏“骑兵进行曲”。 A、步兵行进时奏“八路军进行曲”。 二、分列式： 当 五 庆装。 5,人工对照影像确认完整性后，方可个案解除 citation 禁令
20802,1552,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde09-f1,中华人民共和国中央人民政府公告（1949-10-01）,page-01,110,D7_SHORT_BODY_CANDIDATE,1,review_only,治中信堡轩 李锡九菱 兰夫徐特 知 32 中央人民以府委员命节一治全议 政府狗明典之建土外交明保·仲光公告 修改雪道厚底籍候酒录的 中华人民共和国中央人民政府公告 中华人民共和国中央人民政府主席毛泽东 一九四九年十月一日,人工对照影像确认完整性后，方可个案解除 citation 禁令
