page_id,document_id,doc_key,title,page_label,text_length,disposition_code,reocr_priority,image_path_resolved,image_exists,image_size_bytes,ocr_engine,engine_suggestion,param_suggestion,preprocess_suggestion,operator_note,do_not_run_in_audit_branch,citation_before_human_verify
20720,1531,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde02-i3,毛泽东在新政协筹备会开幕典礼上的讲话（1949-06-15）,page-02,28,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec04_04-02/02.jpg,yes,465256,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20725,1534,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde05,沈钧儒在新政治协商会议筹备会开幕典礼上的讲话（1949-06-15）,page-02,63,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec04_04-05/02.jpg,yes,327509,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20726,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,page-01,25,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-01/01.jpg,yes,250097,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20727,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,page-02,13,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-01/02.jpg,yes,254961,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20728,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,page-03,13,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-01/03.jpg,yes,369501,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20755,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,政协一届全体会议代表签名册（1949-09-21）,page-01,29,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-03/01.jpg,yes,401526,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20756,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,政协一届全体会议代表签名册（1949-09-21）,page-02,22,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-03/02.jpg,yes,315588,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20761,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,政协一届全体会议代表签到（1949-09-21）,page-01,3,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-05/01.jpg,yes,178357,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20765,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,政协一届全体会议代表签到（1949-09-21）,page-05,2,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec05_05-05/05.jpg,yes,228970,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20778,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,中央人民政府委员会第一次会议签到簿（1949-10-01）,page-02,12,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec06_06-03/02.jpg,yes,326967,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20780,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,中央人民政府委员会第一次会议签到簿（1949-10-01）,page-04,19,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec06_06-03/04.jpg,yes,316139,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20782,1548,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde05-f1,中央人民政府委员会第一次会议记录（1949-10-01）,page-01,25,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec06_06-05/01.jpg,yes,308386,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
20787,1550,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde07-f1,毛泽东与中央人民政府委员会部分委员合影（1949-10-01）,page-01,2,D6_OCR_GARBLED,2,data/domestic/raw/saac_scans/sec06_06-07/01.jpg,yes,277051,paddleocr,paddleocr 重跑 + 版面方向校正,use_angle_cls=true; det_limit_side_len=2048; drop_score=0.5,deskew；竖排古籍/报纸试 use_space_char；双栏先切栏,乱码页核验前 citation_ready 必须为 0,yes,forbidden
