candidate_id,repository_code,canonical_institution,institution_type,source_family,authority_level,material_type,material_class,source_kind,document_date_raw,date_iso_start,date_iso_end,date_precision,evidence_level_final,evidence_level_proposed,availability,access_mode,review_status
domestic:SAAC:catalog-05-05_01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:WM:1940s-zhang-lan-portrait-zhang-lan-tomb,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1940,1940,1940,year,L2,L2,full_item_online,open,accepted
domestic:MMZY:1945-first-congress-page,MMZY,民盟中央委员会,民盟系统,民盟自身与盟史,A,汇编/出版物收录,汇编,book_or_assembly,1945-10-01/1945-10-12,1945-10-01,1945-10-12,multi,L4,L4,full_item_online,open,accepted
domestic:SAAC:51koukou-p04-dde07,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-06-15,1949-06-15,1949-06-15,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue9-anti-civil-war-conscription-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-08-21,1946-08-21,1946-08-21,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue18-people-cannot-endure-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-05-14,1947-05-14,1947-05-14,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-1947-18,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-05-14,1947-05-14,1947-05-14,day,L1,L1,full_item_online,open,accepted
domestic:MMHIST:chang-po-chun-national-assembly-1946-01-17,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-01-17,1946-01-17,1946-01-17,day,L2,L2,surrogate_online,open,accepted
domestic:CQ:chongqing-minmeng-xu-chaojian-2002,CQ,重庆出版社/重庆市政协文史委,出版社/政协文史,政协/统一战线/官方媒体,B,汇编/出版物收录,汇编,other,2002,2002,2002,year,L2,L2,catalogue_only_online,open,accepted
domestic:DRNH:002-080200-00321-036,DRNH,台湾国史馆档案史料文物查询系统,境外馆藏,公共数字化/学术/海外,A,档案影像（原件）,一手,archive_scan,1947-10-13,1947-10-13,1947-10-13,day,L2,L2,surrogate_online,open,accepted
domestic:SHDPZ:printed-page840-shang-ding-1943-10-join,SHDPZ,上海市地方志办公室,地方志机构,政协/统一战线/官方媒体,A,报刊原刊扫描（原件）,一手,press_scan,2020-07-01,2020-07-01,2020-07-01,day,L3,L3,not_online,offline,needs_human_review
domestic:ZLWEB:1943-09-18-zhang-lan-china-needs-real-democracy,ZLWEB,张澜网(民盟背景),纪念馆/民盟系统,民盟自身与盟史,C,网页转述/转录,二手,web_transcription,1943-09-18,1943-09-18,1943-09-18,day,L4,L4,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1946-issue03-ceasefire-telegram,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-10-08,1946-10-08,1946-10-08,day,L1,L1,full_item_online,open,accepted
domestic:NLC:minxian-v1n6-1944-08-15,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-08-15,1944-08-15,1944-08-15,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-1947-16–17,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-03-18,1947-03-18,1947-03-18,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:51koukou-p06-dde12-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:51koukou-p05-dde15,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L2,L2,full_item_online,open,accepted
domestic:NLC:minmeng-wenxian-1946-final-war-political-platform,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,汇编/出版物收录,汇编,press_scan,1944-10-10,1944-10-10,1944-10-10,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue04-di-chaobai-us-basic-attitude,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-10-18,1946-10-18,1946-10-18,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-gongpu-still-beside-zhang,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:catalog-02-02_11,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06-16,1949-06-16,1949-06-16,day,L1,L1,surrogate_online,open,accepted
domestic:WM:1937-07-31-qijunzi-chuyu-heying,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,其他/未分类,待定,,1937-07-31,1937-07-31,1937-07-31,day,L2,L2,full_item_online,open,accepted
domestic:ZSY:website-anchor-1941-1949,ZSY,中央社会主义学院,中央研究机构,政协/统一战线/官方媒体,A,官方出版物,汇编,official_publication,2026,2026,2026,year,L2,L2,full_item_online,open,accepted
domestic:QY:1991-zhongguo-minmeng-jianshi-1941-1949,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1991-03,1991-03,1991-03,month,L2,L2,catalogue_only_online,open,accepted
domestic:MM1941:outline-jianguoqian-fujian-mengshi-ziliao-zhong,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1946-1949,1946,1949,range,L3,L3,catalogue_only_online,login,accepted
domestic:SAAC:catalog-03-03_04_02,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-07-09,1949-07-09,1949-07-09,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:1949-index-c01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:MMHIST:lo-lung-chi-government-reorganization-1946-01-14,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-01-14,1946-01-14,1946-01-14,day,L2,L2,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-1947-19,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-10-28,1947-10-28,1947-10-28,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:1949-item-a12,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-29,1949-09-29,1949-09-29,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-19-article-02,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-10-28,1947-10-28,1947-10-28,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:51koukou-p06-dde10-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L2,L2,full_item_online,open,accepted
domestic:WM:1946-zhonggong-weituo-minmeng-daiguanfangchan-xin,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946,1946,1946,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:1949-index-c28,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-24,1949-09-24,1949-09-24,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-03-03_03_01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1948,1948,1948,year,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-01-01_09,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1948-10-17,1948-10-17,1948-10-17,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1948-1949-v2n12-taiwan-liberation,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1949-02-12,1949-02-12,1949-02-12,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:1949-index-c29,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-24,1949-09-24,1949-09-24,day,L1,L1,surrogate_online,open,accepted
domestic:MGCH:mengge-qianbei-chuanji-congshu-2025,MGCH,团结出版社(民革中央直属),民主党派系统出版机构,政协/统一战线/官方媒体,B,汇编/出版物收录,汇编,other,2026-02-04,2026-02-04,2026-02-04,day,L2,L2,catalogue_only_online,open,accepted
domestic:SAAC:1949-item-a08,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-27,1949-09-27,1949-09-27,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-history-essays-shen-gong,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:MM1941:outline-1942-1949-minmeng-zai-shaanxi-jing,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1942-1949,1942,1949,range,L3,L3,catalogue_only_online,login,accepted
domestic:NLC:minxian-85443-1944-05-01,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-05-01,1944-05-01,1944-05-01,day,L1,L1,full_item_online,open,accepted
domestic:SAAC:51koukou-p03-dde01-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-17,1949-09-17,1949-09-17,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:51koukou-p06-dde06-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue04-urgent-situation-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-10-18,1946-10-18,1946-10-18,day,L1,L1,full_item_online,open,accepted
domestic:BJDCMM:1945-congress-declaration-platform-clipping,BJDCMM,民盟北京市东城区委员会,民盟基层组织,民盟自身与盟史,C,官方史志/官网二次叙述,二手,official_history_page,1945-10,1945-10,1945-10,month,L3,L3,surrogate_online,open,accepted
domestic:93:93-gov-cn-history-1945-chongqing,93,九三学社中央委员会(93.gov.cn),民主党派系统,政协/统一战线/官方媒体,B,官方出版物,汇编,official_publication,1945-09-03,1945-09-03,1945-09-03,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-shantou-black-terror,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:WM:1949-zhanglan-zhouenlai-zhongyang-zhengfu-heying,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,catalogue_only_online,open,accepted
domestic:MMHIST:congress-declaration-1945,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1945-10-16,1945-10-16,1945-10-16,day,L2,L2,surrogate_online,open,accepted
domestic:SAAC:51koukou-p06-dde03-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-10-01,1949-10-01,1949-10-01,day,L2,L2,full_item_online,open,accepted
domestic:SN:shaanxi-minmengshi-chenxitao,SN,陕西人民出版社/民盟陕西省委,出版社/民盟,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2010,2010,2010,year,L3,L3,catalogue_only_online,open,accepted
domestic:QY:2014-minmeng-tongdizhou,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2014,2014,2014,year,L2,L2,catalogue_only_online,open,accepted
domestic:RCL:wenliangmo-1942-join-national-anthem,RCL,上海市地方志办公室民盟资料汇编,地方志机构,政协/统一战线/官方媒体,B,汇编/出版物收录,汇编,other,2024,2024,2024,year,L3,L3,not_online,offline,needs_human_review
domestic:MM1941:outline-1937-04-03-jiangsu-fayuan-qijunzi-qisong,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,,1937-04-03,1937-04-03,1937-04-03,day,L3,L3,catalogue_only_online,login,accepted
domestic:FRUS:1944-04-21-d329-gauss-service-minority-parties,FRUS,美国国务院 FRUS 外交档案(民盟项目组编),境外档案,公共数字化/学术/海外,A,汇编/出版物收录,汇编,book_or_assembly,1944-04-21,1944-04-21,1944-04-21,day,L2,L3,full_item_online,open,accepted
domestic:QY:zhongguo-minmengtongmengshi-2012-qunyan,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2012-10,2012-10,2012-10,month,L2,L2,catalogue_only_online,open,accepted
domestic:WM:1946-06-23-xiaguan-can'an-maxulun,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946-06-23,1946-06-23,1946-06-23,day,L2,L2,full_item_online,open,accepted
domestic:TM:taimeng-org-cn-history-1947-hongkong,TM,台盟中央委员会,民主党派系统,政协/统一战线/官方媒体,B,官方出版物,汇编,official_publication,1947-11-12,1947-11-12,1947-11-12,day,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue22-painful-memorial-chen,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:CAIXIN:2023-10-18-liangshuming-yushenghua-guangmingbao,CAIXIN,财新网,商业媒体,其他,C,官方出版物,汇编,official_publication,2023-10-18,2023-10-18,2023-10-18,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-01-01_22,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-06-30,1949-06-30,1949-06-30,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-05-05_81,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:AH:anhui-minzhudangpai-shi-meng-zhangjie-2009,AH,安徽教育出版社/时代出版传媒,出版社,政协/统一战线/官方媒体,B,其他/未分类,待定,other,2009-08,2009-08,2009-08,month,L3,L3,catalogue_only_online,open,accepted
domestic:CDMM:website-anchor,CDMM,民盟成都市委员会,民盟基层组织,民盟自身与盟史,C,官方史志/官网二次叙述,二手,official_history_page,2024,2024,2024,year,L2,L2,full_item_online,open,accepted
domestic:WM:1945-maozedong-zhude-liucanzhengyuan,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1945,1945,1945,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:51koukou-p03-dde03-f1,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-17,1949-09-17,1949-09-17,day,L2,L2,full_item_online,open,accepted
domestic:MM1941:outline-1941-1953-wuxi-meng-biannian-shi,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1941-1953,1941,1953,range,L3,L3,catalogue_only_online,login,accepted
domestic:SAAC:1949-item-a07,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-27,1949-09-27,1949-09-27,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:minxian-v1n9-1944-11-20,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-11-20,1944-11-20,1944-11-20,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue03-double-ten-task-article,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-10-08,1946-10-08,1946-10-08,day,L1,L1,full_item_online,open,accepted
domestic:QY:chongqing-minmengshi-2014-qunyan,QY,群言出版社(民盟中央直属),民盟系统出版机构,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,2014-10,2014-10,2014-10,month,L2,L2,catalogue_only_online,open,accepted
domestic:93:bsjs-jsjj-jianyao-1945-1949,93,九三学社中央委员会(93.gov.cn),民主党派系统,政协/统一战线/官方媒体,B,官方出版物,汇编,official_publication,2024,2024,2024,year,L2,L2,full_item_online,open,accepted
domestic:WM:1946-qieshi-baozhang-renmin-quanli-an,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1946,1946,1946,year,L2,L2,full_item_online,open,accepted
domestic:DRNH:002-060100-00229-023,DRNH,台湾国史馆档案史料文物查询系统,境外馆藏,公共数字化/学术/海外,A,档案影像（原件）,一手,archive_scan,1947-10-23,1947-10-23,1947-10-23,day,L2,L2,surrogate_online,open,accepted
domestic:WS:democratic-league-declaration-1941,WS,维基文库/公网数据库,公共网络资源,公共数字化/学术/海外,C,网页转述/转录,二手,web_transcription,1941-10-10,1941-10-10,1941-10-10,day,LX,LX,full_item_online,open,accepted
domestic:NLC:guangmingbao-1948-1949-v1n1,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1948-03-01,1948-03-01,1948-03-01,day,L1,L1,full_item_online,open,accepted
domestic:MX:ding-cong-1942-chongqing-artist,MX,民盟上海市委《盟贤》内部汇编,民盟系统内部资料,民盟自身与盟史,B,汇编/出版物收录,汇编,press_scan,2024,2024,2024,year,L3,L3,not_online,offline,needs_human_review
domestic:NLC:guangmingbao-1947-issue22-hengshe-tonghua-sa,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-08-01,1947-08-01,1947-08-01,day,L1,L1,full_item_online,open,accepted
domestic:8P:8-dangpai-zhongyang-chubanshe,8P,八大民主党派中央主管出版社(自媒体转述),出版线索,其他,C,其他/未分类,待定,other,2024,2024,2024,year,L2,L2,catalogue_only_online,open,accepted
domestic:SAAC:1949-index-c10,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:CJD:1945-minjian-dansheng-chongqing,CJD,民建中央委员会,民主党派系统,政协/统一战线/官方媒体,B,其他/未分类,待定,other,1945-12-16,1945-12-16,1945-12-16,day,L2,L2,full_item_online,open,accepted
domestic:SAAC:1949-09-23-01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-23,1949-09-23,1949-09-23,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-05-05_38,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-23,1949-09-23,1949-09-23,day,L1,L1,surrogate_online,open,accepted
domestic:RCL:textile-engineer-1943-12-join,RCL,上海市地方志办公室民盟资料汇编,地方志机构,政协/统一战线/官方媒体,B,汇编/出版物收录,汇编,other,2024,2024,2024,year,L3,L3,not_online,offline,needs_human_review
domestic:SAAC:1948-10-08-01,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1948-10-08,1948-10-08,1948-10-08,day,L1,L1,surrogate_online,open,accepted
domestic:SAAC:catalog-05-05_90,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:MMHIST:situation-talk-1946-01-02,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-01-02,1946-01-02,1946-01-02,day,L2,L2,surrogate_online,open,accepted
domestic:SAAC:51koukou-p04-dde12,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-06-19,1949-06-19,1949-06-19,day,L2,L2,full_item_online,open,accepted
domestic:FJMM:lead-少年记忆-初识民盟,FJMM,民盟福建省委,民盟省市委,民盟自身与盟史,B,官方史志/官网二次叙述,二手,official_history_page,1947,1947,1947,year,L4,L4,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue02,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-09-28,1946-09-28,1946-09-28,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue21-critique-dictatorship-new-policy-editorial,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-07-05,1947-07-05,1947-07-05,day,L1,L1,full_item_online,open,accepted
domestic:XHB:xinhuaribao-1946-refuse-national-assembly-editorial-1946-11-25,XHB,《新华日报》(1938-1947),历史报刊,政协/统一战线/官方媒体,B,报刊原刊扫描（原件）,一手,press_scan,1946-11-25,1946-11-25,1946-11-25,day,L1,L1,surrogate_online,open,needs_human_review
domestic:WM:zhang-bojun-portrait,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,其他/未分类,待定,,1940,1940,1940,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:1949-index-c04,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
domestic:WM:1945-zhanglan-chongqing-tanpan-gongkai-xin,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1945,1945,1945,year,L2,L2,full_item_online,open,accepted
domestic:WM:1949-minmeng-leaders-see-CCP-mission-off,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,full_item_online,open,accepted
domestic:NLC:guangmingbao-1946-issue01-shen-zhiyuan-minmeng-current-situation-proposal,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1946-09-18,1946-09-18,1946-09-18,day,L1,L1,full_item_online,open,accepted
domestic:NLC:minxian-85448-1944-09-10,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1944-09-10,1944-09-10,1944-09-10,day,L1,L1,full_item_online,open,accepted
domestic:NLC:guangmingbao-1947-issue16-17-li-jishen-situation-views,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-03-18,1947-03-18,1947-03-18,day,L1,L1,full_item_online,open,accepted
domestic:WM:1949-zhongyang-zhengfu-shouge-fuxinjiang-weiwentuan,WM,Wikimedia Commons 民国人物/盟史分类,国际公共数字资源,公共数字化/学术/海外,B,报刊原刊扫描（原件）,一手,press_scan,1949,1949,1949,year,L2,L2,full_item_online,open,accepted
domestic:SAAC:catalog-05-05_86,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,汇编/出版物收录,汇编,archive_scan,1949-09-30,1949-09-30,1949-09-30,day,L1,L1,surrogate_online,open,accepted
domestic:NLC:dagongbao-shanghai-1947-11-06-page2-full,NLC,中国国家图书馆数字化民国文献(Wikimedia镜像),国家级图书馆,公共数字化/学术/海外,A,报刊原刊扫描（原件）,一手,press_scan,1947-11-06,1947-11-06,1947-11-06,day,L1,L1,full_item_online,open,accepted
domestic:MM1941:outline-shanghai-minmeng-biannian-shi,MM1941,《民盟历史文献全媒体数据库》minmeng1941.cn,民盟系统非官方数据库,民盟自身与盟史,C,汇编/出版物收录,汇编,book_or_assembly,1945-2018,1945,2018,range,L3,L3,catalogue_only_online,login,accepted
domestic:MMHIST:chang-dong-sun-freedom-1946-01-14,MMHIST,民盟中央文史资料委员会/马恩主义文库汇编,民盟系统,民盟自身与盟史,B,汇编/出版物收录,汇编,book_or_assembly,1946-01-14,1946-01-14,1946-01-14,day,L2,L2,surrogate_online,open,accepted
domestic:SAAC:1949-index-c12,SAAC,中央档案馆/国家档案局,国家级档案馆,国内党政机关与档案馆,A,档案影像（原件）,一手,archive_scan,1949-09-21,1949-09-21,1949-09-21,day,L1,L1,surrogate_online,open,accepted
