page_id,document_id,doc_key,title,hit_type,page_label,page_url,text_length,text_excerpt,batch7_bucket,disposition_code,disposition_label,recommended_action,citation_eligible,reocr_priority,citation_ready,needs_human_review,review_status,ocr_engine,ocr_lines,image_path_resolved,image_exists,image_size_bytes,citation_ready_conflict,demote_citation_ready,priority_queue,audited_at
20623,1468,domestic-web/DL-20260802-049,《民盟宣布解散·公告与政府洽商之经过·通知盟员停止政治活动·一律免除登记可享合法自由》,domestic_web,full-text,https://www.gxmm.gov.cn/Upload/img/2025-11-07/690da67967700.png,5,�PNG ,Q4_FRAGMENT,D1_BINARY_GARBAGE,正文槽位写入二进制/图片头,清空伪文本并改挂影像 provenance；citation 禁止,no,0,,,,,,https:/www.gxmm.gov.cn/Upload/img/2025-11-07/690da67967700.png,no,,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20679,1515,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde20,毛泽东给宋庆龄的信（1949-06-19）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec01_01-20/01.jpg,16,央 中 党 共 国 中 庆广先生,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,7,data/domestic/raw/saac_scans/sec01_01-20/01.jpg,yes,394236,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20681,1515,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde20,毛泽东给宋庆龄的信（1949-06-19）,saac_page_ocr,page-03,file://data/domestic/raw/saac_scans/sec01_01-20/03.jpg,4,而望 会,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,2,data/domestic/raw/saac_scans/sec01_01-20/03.jpg,yes,365616,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20684,1516,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde21,周恩来给宋庆龄的信（1949-06-21）,saac_page_ocr,page-03,file://data/domestic/raw/saac_scans/sec01_01-21/03.jpg,22,日命驾实为正年 北上之情敬帝早 九っ九六斗一,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,3,data/domestic/raw/saac_scans/sec01_01-21/03.jpg,yes,304313,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20689,1517,domestic-ocr/SAAC:domestic:SAAC:51koukou-p01-dde22-i3,中央关于交换政协意见的指示（1948-05-07）,saac_page_ocr,page-05,file://data/domestic/raw/saac_scans/sec01_01-22/05.jpg,26,除反动底心以外了一个人，稳步 走到目的地。 档中 馆,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec01_01-22/05.jpg,yes,351257,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20700,1525,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde01-f1,周恩来、李维汉在中国人民政治协商会议筹备会第二次全体会议上讲话（1949-09-17）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec03_03-01/s01_02.jpg,17,代表 人散 香如生各单位及 召集人,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec03_03-01/s01_02.jpg,yes,27370,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20701,1526,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde02-f1,中国人民政治协商会议筹备会第二次全体会议决议案（1949-09-17）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec03_03-02/s02_01.jpg,8,PRESLRAN,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec03_03-02/s02_01.jpg,yes,40084,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20705,1527,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde03-f1,中国人民政治协商会议筹备会第二次全体会议记录（1949-09-17）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec03_03-03/s03_01.jpg,11,TI 39 31 (R,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec03_03-03/s03_01.jpg,yes,40287,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20711,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,中国人民政治协商会议第一届全体会议主席团及秘书长名单（草案）（1949-09）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec03_03-04/s04_02.jpg,10,202年02日1年年,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec03_03-04/s04_02.jpg,yes,27304,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20712,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,中国人民政治协商会议第一届全体会议主席团及秘书长名单（草案）（1949-09）,saac_page_ocr,page-03,file://data/domestic/raw/saac_scans/sec03_03-04/s04_03.jpg,26,草星再云去你 会古的造出而 一迎付印这者 如言见请您,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec03_03-04/s04_03.jpg,yes,40499,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20713,1528,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde04-f1,中国人民政治协商会议第一届全体会议主席团及秘书长名单（草案）（1949-09）,saac_page_ocr,page-04,file://data/domestic/raw/saac_scans/sec03_03-04/s04_04.jpg,4,1001,Q3_OCR_SUSPECT,D3_ISSUE_HEADER,卷期封面标题行,保留刊期定位；不作为正文引用,no,0,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec03_03-04/s04_04.jpg,yes,40233,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20716,1529,domestic-ocr/SAAC:domestic:SAAC:51koukou-p03-dde05-f1,中国人民政治协商会议筹备会关于召开中国人民政治协商会议第一届全体会议的通知（1949-09-20）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec03_03-05/s05_02.jpg,12,30 · + A<OR.,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec03_03-05/s05_02.jpg,yes,39417,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20717,1530,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde01-i3,新政治协商会议筹备会关于召开成立会的通知（1949-06-14）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec04_04-01/01.jpg,1,官,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec04_04-01/01.jpg,yes,205071,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20720,1531,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde02-i3,毛泽东在新政协筹备会开幕典礼上的讲话（1949-06-15）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec04_04-02/02.jpg,28,9 张地 阅于中口人民政沼协高令议第一属全体令议的间 授,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec04_04-02/02.jpg,yes,465256,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20724,1534,domestic-ocr/SAAC:domestic:SAAC:51koukou-p04-dde05,沈钧儒在新政治协商会议筹备会开幕典礼上的讲话（1949-06-15）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec04_04-05/01.jpg,1,1,Q3_OCR_SUSPECT,D3_ISSUE_HEADER,卷期封面标题行,保留刊期定位；不作为正文引用,no,0,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec04_04-05/01.jpg,yes,220914,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20726,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec05_05-01/01.jpg,25,COKES 中国人民政治格商 商省前第一届全圈会议,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,3,data/domestic/raw/saac_scans/sec05_05-01/01.jpg,yes,250097,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20727,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec05_05-01/02.jpg,13,民政治协商会议第一届全 馆,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,2,data/domestic/raw/saac_scans/sec05_05-01/02.jpg,yes,254961,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20728,1535,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde01-i3,政协一届全体会议会场（1949-09-21）,saac_page_ocr,page-03,file://data/domestic/raw/saac_scans/sec05_05-01/03.jpg,13,民政治协商会议 届全体会议,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,2,data/domestic/raw/saac_scans/sec05_05-01/03.jpg,yes,369501,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20755,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,政协一届全体会议代表签名册（1949-09-21）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec05_05-03/01.jpg,29,会议第一届全体 中国人民政治协商 一九の九年 九月廿日北京,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec05_05-03/01.jpg,yes,401526,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20756,1539,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde03-i3,政协一届全体会议代表签名册（1949-09-21）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec05_05-03/02.jpg,22,中国共台 陈 瓜出朱 李维汉 九江东 林伯集,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,6,data/domestic/raw/saac_scans/sec05_05-03/02.jpg,yes,315588,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20761,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,政协一届全体会议代表签到（1949-09-21）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec05_05-05/01.jpg,3,签名处,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec05_05-05/01.jpg,yes,178357,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20765,1541,domestic-ocr/SAAC:domestic:SAAC:51koukou-p05-dde05-i3,政协一届全体会议代表签到（1949-09-21）,saac_page_ocr,page-05,file://data/domestic/raw/saac_scans/sec05_05-05/05.jpg,2,福中,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec05_05-05/05.jpg,yes,228970,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20778,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,中央人民政府委员会第一次会议签到簿（1949-10-01）,saac_page_ocr,page-02,file://data/domestic/raw/saac_scans/sec06_06-03/02.jpg,12,薄派 福茶馆 中国 陈云,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec06_06-03/02.jpg,yes,326967,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20780,1546,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde03-f1,中央人民政府委员会第一次会议签到簿（1949-10-01）,saac_page_ocr,page-04,file://data/domestic/raw/saac_scans/sec06_06-03/04.jpg,19,152 16 博化义黄关伦 福茶馆 中,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,5,data/domestic/raw/saac_scans/sec06_06-03/04.jpg,yes,316139,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20782,1548,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde05-f1,中央人民政府委员会第一次会议记录（1949-10-01）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec06_06-05/01.jpg,25,18 中央人民政府委员会第一次会议纪录 福茶馆 中,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,4,data/domestic/raw/saac_scans/sec06_06-05/01.jpg,yes,308386,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
20787,1550,domestic-ocr/SAAC:domestic:SAAC:51koukou-p06-dde07-f1,毛泽东与中央人民政府委员会部分委员合影（1949-10-01）,saac_page_ocr,page-01,file://data/domestic/raw/saac_scans/sec06_06-07/01.jpg,2,档中,Q3_OCR_SUSPECT,D6_OCR_GARBLED,极短碎片（无法独立引用）,对照影像判断截断/图注；citation 禁止,no,2,0,1,review_only,paddleocr,1,data/domestic/raw/saac_scans/sec06_06-07/01.jpg,yes,277051,no,no,P1_OCR_OR_FRAGMENT,2026-08-07T15:02:10Z
18463,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,17,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=17,104,一第卷三第 中空 (轉) DETROIT FREE PRESS 抗 TRAPEZE ... BE THERE! 政府题 中国 画 贊成的舉手 方成 稿投迎歡 良馴很在現牠，緊要不 民意 方部 作樺李 後以釋被,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,18,work/domestic/month_20260728/pages/SSID-13679264/images/page-0017.png,yes,940499,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18485,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,39,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=39,115,13 ·期二第卷三第· 術魔 再生 日本保留工業水準 方解 麥帥眼中的日本 法 捕非龄 方确 又一張！ 海级 稿投迎歡 (载轉CHICAGO DAILY NEWS) 去了！都去了！ DDT 方成 失業後(木刻) 李樺作 左調邁德魏,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,20,work/domestic/month_20260728/pages/SSID-13679264/images/page-0039.png,yes,981235,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18535,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,89,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=89,108,15 ·期四第卷三第 BIG POWER STRATEGY 晨耕(木刻) 刃鋒作 國營事業 强權戰略下 企業 豪門 的犧牲者 政治面孔 (轉载) WASHINGTON 民誉 POST 嘉 御 方成 联合国大全 圈 成,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,23,work/domestic/month_20260728/pages/SSID-13679264/images/page-0089.png,yes,1048023,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18559,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,113,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=113,97,·期五第卷三第 漫画 探珠 USA 方成 售书 收 敎授（木刻） 舊書！ 收買中西 本店高所 楊可揚作 (轉载VERDENS GANGOSLO) 担負樣同 望企 私货 捐 搬衣 微近 税 成 方,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,22,work/domestic/month_20260728/pages/SSID-13679264/images/page-0113.png,yes,1022988,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18584,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,138,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=138,88,察觀。 16 $ ？賣不賣 成 觀察 frPriee 画 『！的派左啊，』(轉载NEW YORKER) 2 WELCOME 女子宋 東成 方成 任上馬走 作夫野 (刻木)花棉搶,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,17,work/domestic/month_20260728/pages/SSID-13679264/images/page-0138.png,yes,998589,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
18605,1242,domestic-page/SSID-13679264,《觀察》第三卷第一至十二期合订本,domestic_page_ocr,159,file://data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf#page=159,115,13 ·期七第卷三第 登定贸 、2基 部 盡蠟殘更 方分 RUSSIAN SIDE WESTERN SIDE GERMANY 1霉倒，嘿嘿 (轉載 NEW HAMPSHIRE 作揚可楊 (刻木)状告路攔 MORNING UNIN),Q5_SHORT_REVIEW,D6_OCR_GARBLED,短文本质量不足（乱码或信息密度低）,重 OCR 或人工复核；citation 禁止,no,2,1,0,machine_verified,PaddleOCR 3.7.0,17,work/domestic/month_20260728/pages/SSID-13679264/images/page-0159.png,yes,948454,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
17505,1246,domestic-page/NLC404-00J001436-85454,《民憲》第二卷第一期,domestic_page_ocr,71,file://data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf#page=71,106,堂安永標虎 种四药良名馳 各大藥房 水 粉丹油 清祛 一頭 化止 百搽 均有代售 腸 風 服痛 氣渴 病食 健 降 郎牙 辟止 可兼 胃 止痛疫咳 治宜 行旅家居 備不可不 號十街正池花蓮崗星七：址廠 廠藥製慶重,Q5_SHORT_REVIEW,D5_AD_OR_CARTOON,广告/漫画/木刻页短文本,非政论正文；citation 默认禁止,no,0,1,0,machine_verified,PaddleOCR 3.7.0,26,work/domestic/month_20260728/pages/NLC404-00J001436-85454/images/page-0071.png,yes,328708,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
16778,1285,domestic-page/NLC404-01J000514-10484,《光明報》1948 年1卷1期,domestic_page_ocr,1,file://data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf#page=1,116,Kwong ming Pao MAY1 9 1919 國新社 郭沫若： 卷 新 求和空氣籠罩南京（政治通訊） 駁胡適國際形勢裏的兩個問題 麦 中 自由 ?護救去死買何為 ？「胡」假？強「胡 谷 米 ！梁「胡與「胡」問精？無已藏軍將知,Q5_SHORT_REVIEW,D6_OCR_GARBLED,短文本质量不足（乱码或信息密度低）,重 OCR 或人工复核；citation 禁止,no,2,1,0,machine_verified,PaddleOCR 3.7.0,17,work/domestic/month_20260728/pages/NLC404-01J000514-10484/images/page-0001.png,yes,1062733,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
16714,1288,domestic-page/NLC404-01J000514-10515,《光明報》1949 年2卷1期,domestic_page_ocr,1,file://data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf#page=1,101,朝明光 MAY10 1949 人民反對掠奪 中國人民對南京新剝 新政協問題筆談 卷期 新第 削措施的鬥爭任務 者 筆 執 張 馮 李文宜 馬叙倫 羅子爲 素 陶 文 2 沈志遠 (通旺) 立北平國 i藏,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,24,work/domestic/month_20260728/pages/NLC404-01J000514-10515/images/page-0001.png,yes,480913,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19474,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,128,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=128,89,友邦的期望，大刀阔斧，在民国三十五年元旦，立一个宏愿，在 本年除夕以前，善用时机，为中国开辟一条新路，使他能入一个 新的纪元。 (原载1946年1月2日重庆《新华日报) • 99,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0128.png,yes,51849,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19498,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,152,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=152,99,六、本会议商定事项，由本会议主席提请国民政府实施。 七、本会议设秘书处，置秘书长一人，由本会议主席指派， 酌置秘书于事及书记，由秘书长派充之。 (原裁1946年1月7日重庆《新华日报>) •123•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0152.png,yes,55956,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19632,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,286,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=286,108,但大家如能有谅解精神，到正式会议中，就有许多事情容易解 决，这个旧的观念不打破，那就不敢说，从恩内本着良心，上看 到国家，下看到百姓，本此三者来贡献意见，报效国家。 (原载1946年1月11日重庆《中央日报) 257,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0286.png,yes,63021,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19636,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,290,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=290,106,家应享的胜利光荣减色，人民应享的胜利果实流产。谁都要确保 国家统一，安定社会秩序，导入民主法治的前途。我们谨以此普 遍而追切的要求，预祝政治协商会议的成功。 (原载1946年1月10日重庆中央日报) • 251•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0290.png,yes,62591,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19702,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,356,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=356,97,目前关于消弭内战的意见，至于根本消弭内战的办法，是政治民 主化的问题，范围牵涉甚广，要由政治协商会议诸位先生从长讨 论。 (1946年1月11日) (原载1946年1月12日重庆《新华日报 27,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,6,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0356.png,yes,54976,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19766,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,420,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=420,102,成为止。以上所陈，否有当，敬请大会公决。 提案人：张澜、梁漱溟、罗隆基 黄炎培、沈钧儒、张申府 张东荪、张君励、章伯钧 (1946年1月16日) (原载1946年1月17日重庆新华日报>) O •391•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,8,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0420.png,yes,61282,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
19887,1290,domestic-page/SRC-088458899f,《中国民主同盟临时全国代表大会宣言》公开转录,domestic_page_ocr,541,file://data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf#page=541,102,共欢迎蒋主席关于实现政治协商会议决议与和平建国纲领的诺 言，希望中国国民党能本此精神，与全国人民及各党派长期合作， 使政治协商会议的一切决议，完全实现。 (原载1946年2月1日延安《解放日报) 512•,Q5_SHORT_REVIEW,D7_SHORT_BODY_CANDIDATE,短正文候选（需人工抽检影像）,人工对照影像确认完整性后，方可个案解除 citation 禁令,no,1,1,0,machine_verified,PaddleOCR 3.7.0,5,work/domestic/month_20260728/pages/SRC-088458899f/images/page-0541.png,yes,62273,yes,yes,P2_SHORT_BODY,2026-08-07T15:02:10Z
