event_id,event_year,event_date,event_title,event_summary,scope_type,scope_name,actors,tags,organizations,places,importance
106,1946,1946-10-30,北平接触与民盟人士沟通,北平执行部国民党方面参谋长戴文池将军否认了上海所刊报道，该报道称杜聿明将军所部已发起对大连的攻势。 他们指出，若国民党方面已发动针对大连的攻势，则位于鞍山的执行部战地小组——该小组是距离大连最近的此类机构——理应已向北平总部报告。,topic,1946 年政治协商会议,马歇尔; 蒋介石,马歇尔调处; 第三方面; 北平接触,国民政府; 国民党; 中国共产党; 国民大会,北平; 南京; 上海; 香港; 延安; 满洲,40
107,1946,1946-11-12,围绕政协决议和政府改组的调处,马歇尔使团档案，Lot 54-D270〔文件271〕 哈特·考吉上校致马歇尔将军 〔南京〕1946年11月12日。 由张君劢博士领导的民主同盟一组，以及由黄炎培先生领导的一组，大概也会参加；其想法是，他们将以个人身份签名，而不是代表民主同盟。,topic,1946 年政治协商会议,黄炎培; 张君劢; 周恩来; 马歇尔; 司徒雷登; 蒋介石,政协; 马歇尔调处; 民盟,中国民主同盟; 中国共产党; 青年党; 政治协商会议; 国民大会,南京; 延安,70
108,1946,1946-11-26,北平接触与民盟人士沟通,据可靠消息来源称，中华全国总工会主席朱学范……在国际劳工组织会议上的报告……严重受伤……朱先生于周日遭遇交通事故，身受重伤……该代表团目前正在上海，迄今已访问了九个重要城市，包括天津…… **（合众社）** 北平，11月25日电。 ……从满洲撤回的执行总部战地小组乘坐12架飞机抵达北平。,topic,1946 年政治协商会议,罗隆基; 张君劢,第三方面; 北平接触; 民盟,中国民主同盟; 国民党; 中国共产党; 民主社会党; 国民大会,北平; 南京; 上海; 延安; 满洲; 天津; 华盛顿,65
109,1946,1946-11-27,China Mail 1946-11-27 · 国民大会次日,"**南斯拉夫官方共产党对希腊政府发动猛烈抨击** 中共决定于12月12日在延安自行召集""国民大会""，并正式成立""民主联合政府""。 以重新开始为基础恢复谈判…… ——**中国民主同盟**：…… ……（以下为香港本地新闻、法庭案件、食品价格等无关内容，已忽略）",topic,1946 年政治协商会议,蒋介石,联合政府; 民盟,中国民主同盟; 国民党; 中国共产党; 国民大会,香港; 延安,40
110,1946,1946/00/23 ~ 1946/00/23,蒋中正分电胡宗南孙连仲等召开国民大会为最大政治任务并指示分化打击中共都市分子与民盟等敌对阵容并争取青年党等中立分子及党派工作需团结分工等相关策略,蒋中正分电胡宗南孙连仲等召开国民大会为最大政治任务并指示分化打击中共都市分子与民盟等敌对阵容并争取青年党等中立分子及党派工作需团结分工等相关策略,topic,1946 年政治协商会议,,民盟,中国民主同盟; 中国共产党; 青年党; 国民大会,,20
111,1946,1946/01/02 ~ 1946/01/02,蒋中正见张群讨论政治协商会议之提案及审阅去年预定工作大纲能如期完成十之八九尤以八年抗战获得最后胜利颇引为欣慰又是日行政院例会决议收复省区沦陷至收复日止各年田…,蒋中正见张群讨论政治协商会议之提案及审阅去年预定工作大纲能如期完成十之八九尤以八年抗战获得最后胜利颇引为欣慰又是日行政院例会决议收复省区沦陷至收复日止各年田…,topic,1946 年政治协商会议,,政协,政治协商会议; 行政院,,20
112,1946,1946/01/04 ~ 1946/01/04,蒋中正见俞大维谈话知美军在华北所封存敌军之物资已准予启封点交及电钱大钧令向巴贝致谢期协助海运军队北上其回国时可代送中国土产以示谢意又审核政治协商会议中政府方…,蒋中正见俞大维谈话知美军在华北所封存敌军之物资已准予启封点交及电钱大钧令向巴贝致谢期协助海运军队北上其回国时可代送中国土产以示谢意又审核政治协商会议中政府方…,topic,1946 年政治协商会议,,政协,政治协商会议,,20
113,1946,1946/01/06 ~ 1946/01/06,国民政府公布召开政治协商会议办法,国民政府公布召开政治协商会议办法,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
114,1946,1946/01/06 ~ 1946/01/06,一年间影响绥靖军事之政治和谈：第四篇政治协商会议全貌,一年间影响绥靖军事之政治和谈：第四篇政治协商会议全貌,topic,1946 年政治协商会议,,政协,政治协商会议,,20
115,1946,1946/01/07 ~ 1946/01/07,国防最高委员会秘书厅函国民政府文官处为函送国民参政会建议对于政治协商会议之建议在施行前应先提交国民参政会审议等两案请查照转陈,国防最高委员会秘书厅函国民政府文官处为函送国民参政会建议对于政治协商会议之建议在施行前应先提交国民参政会审议等两案请查照转陈,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
116,1946,1946/01/07 ~ 1946/01/07,雷震呈国民政府主席蒋中正为请暂拨政治协商会议开会费用一千五百万元,雷震呈国民政府主席蒋中正为请暂拨政治协商会议开会费用一千五百万元,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
117,1946,1946/01/07 ~ 1946/01/07,政治协商会议秘书处函国民政府文官处为请惠予借用国府大礼堂为开会会场,政治协商会议秘书处函国民政府文官处为请惠予借用国府大礼堂为开会会场,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
118,1946,1946/01/07 ~ 1947/11/24,国民参政会驻会委员会建议政治协商会议在施行前应先提交国民参政会审议、为节省国库支出被裁遣公务员请政府分别给奖尽先输送还乡并任用及请政府与共产党迅即停止军事冲…,国民参政会驻会委员会建议政治协商会议在施行前应先提交国民参政会审议、为节省国库支出被裁遣公务员请政府分别给奖尽先输送还乡并任用及请政府与共产党迅即停止军事冲…,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
119,1946,1946/01/08 ~ 1946/01/08,何思源电蒋中正政治协商会议召开在即而鲁省共军攻我愈急正围攻济宁聊城等地请转政协会议诸先生向共党代表交涉立刻停止鲁省各地对我之攻击,何思源电蒋中正政治协商会议召开在即而鲁省共军攻我愈急正围攻济宁聊城等地请转政协会议诸先生向共党代表交涉立刻停止鲁省各地对我之攻击,topic,1946 年政治协商会议,,政协,政治协商会议,,20
120,1946,1946/01/09 ~ 1946/01/09,新中国建设协会对政治协商会议宣言,新中国建设协会对政治协商会议宣言,topic,1946 年政治协商会议,,政协,政治协商会议,,20
121,1946,1946/01/10 ~ 1946/01/10,贺耀组电国民政府主席蒋中正为拟具政治协商会议外交内政立案要旨,贺耀组电国民政府主席蒋中正为拟具政治协商会议外交内政立案要旨,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
122,1946,1946/01/10 ~ 1946/01/10,行政院电国民政府为政治协商会议开会费用案已饬拨国币一千五百万元谨电复鉴察,行政院电国民政府为政治协商会议开会费用案已饬拨国币一千五百万元谨电复鉴察,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议; 行政院,,20
123,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正主持政治协商会议开幕式,国民政府主席蒋中正主持政治协商会议开幕式,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
124,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正于政治协商会议致词-望各党派以国是为主协同完成建国工作,国民政府主席蒋中正于政治协商会议致词-望各党派以国是为主协同完成建国工作,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
125,1946,1946/01/10 ~ 1946/01/10,中国共产党代表周恩来于政治协商会议开幕式上致词,中国共产党代表周恩来于政治协商会议开幕式上致词,topic,1946 年政治协商会议,周恩来,政协,中国共产党; 政治协商会议,,20
126,1946,1946/01/10 ~ 1946/01/10,政治协商会议开幕式会场一瞥,政治协商会议开幕式会场一瞥,topic,1946 年政治协商会议,,政协,政治协商会议,,20
127,1946,1946/01/10 ~ 1946/01/10,政治协商会议分组讨论,政治协商会议分组讨论,topic,1946 年政治协商会议,,政协,政治协商会议,,20
128,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正主持政治协商会议,国民政府主席蒋中正主持政治协商会议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
129,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正主持政治协商会议,国民政府主席蒋中正主持政治协商会议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
130,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正主持政治协商会议,国民政府主席蒋中正主持政治协商会议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
131,1946,1946/01/10 ~ 1946/01/10,国民政府主席蒋中正主持政治协商会议,国民政府主席蒋中正主持政治协商会议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
132,1946,1946/01/10 ~ 1946/01/10,蒋中正对政治协商会议致词节要,蒋中正对政治协商会议致词节要,topic,1946 年政治协商会议,,政协,政治协商会议,,20
133,1946,1946/01/10 ~ 1946/01/10,蒋中正赴国民政府出席政治协商会议主持开幕典礼并致词表示本会议目的是邀集各党派代表共商国是等并宣布政府决定实施人民之自由与政党之合法地位和普选等及电杜聿明将颁…,蒋中正赴国民政府出席政治协商会议主持开幕典礼并致词表示本会议目的是邀集各党派代表共商国是等并宣布政府决定实施人民之自由与政党之合法地位和普选等及电杜聿明将颁…,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
134,1946,1946/01/11 ~ 1946/01/11,蒋中正见张群代表谈军市三人小组会议应催促中共早日商定整编军队与共军接受政府统辖办法及对郑介民指示军事调处执行部注意要旨又是日政治协商会议举行第二次大会张群报…,蒋中正见张群代表谈军市三人小组会议应催促中共早日商定整编军队与共军接受政府统辖办法及对郑介民指示军事调处执行部注意要旨又是日政治协商会议举行第二次大会张群报…,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
135,1946,1946/01/12 ~ 1946/01/12,傅作义电蒋中正建议对政治协商会议之意见,傅作义电蒋中正建议对政治协商会议之意见,topic,1946 年政治协商会议,,政协,政治协商会议,,20
136,1946,1946/01/12 ~ 1946/01/12,蒋中正接杜聿明电据彭璧玉称苏方希国军赴沈阳接防并先接收抚顺铁岭等外围据点及记本星期反省录政治协商会议已开始关于停止军事冲突与恢复交通办法亦与中共成立协定并颁…,蒋中正接杜聿明电据彭璧玉称苏方希国军赴沈阳接防并先接收抚顺铁岭等外围据点及记本星期反省录政治协商会议已开始关于停止军事冲突与恢复交通办法亦与中共成立协定并颁…,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,沈阳,20
137,1946,1946/01/13 ~ 1946/01/13,蒋中正电莫德惠政治协商会议已开幕务请即日飞渝,蒋中正电莫德惠政治协商会议已开幕务请即日飞渝,topic,1946 年政治协商会议,,政协,政治协商会议,,20
138,1946,1946/01/14 ~ 1946/01/14,政治协商会议秘书长雷震呈国民政府主席蒋中正有关政治协商会议提案及议程排列办法,政治协商会议秘书长雷震呈国民政府主席蒋中正有关政治协商会议提案及议程排列办法,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
139,1946,1946/01/14 ~ 1946/01/14,政治协商会议秘书长雷震呈国民政府为呈送政治协商会议会员提案及议程等祈察阅,政治协商会议秘书长雷震呈国民政府为呈送政治协商会议会员提案及议程等祈察阅,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
140,1946,1946/01/14 ~ 1946/01/14,胡宗南电蒋中正政治协商会议适予共军以喘息机会请贯彻决策实施申讨,胡宗南电蒋中正政治协商会议适予共军以喘息机会请贯彻决策实施申讨,topic,1946 年政治协商会议,,政协,政治协商会议,,20
141,1946,1946/01/14 ~ 1946/01/14,孙科吴铁城等致政治协商会议关于和平建国及国民大会问题意见,孙科吴铁城等致政治协商会议关于和平建国及国民大会问题意见,topic,1946 年政治协商会议,,政协,政治协商会议; 国民大会,,20
142,1946,1946/01/14 ~ 1946/01/14,王世杰对政治协商会议对中国国民党所提扩大政府组织案之内容有所说明,王世杰对政治协商会议对中国国民党所提扩大政府组织案之内容有所说明,topic,1946 年政治协商会议,,政协,国民党; 政治协商会议,,20
143,1946,1946/01/14 ~ 1946/01/14,商震呈蒋中正政治协商会议会员提案及议程排列办法,商震呈蒋中正政治协商会议会员提案及议程排列办法,topic,1946 年政治协商会议,,政协,政治协商会议,,20
144,1946,1946/01/15 ~ 1946/01/15,陈布雷呈蒋中正政治协商会议各会员讨论和平建国纲领案发表之意见,陈布雷呈蒋中正政治协商会议各会员讨论和平建国纲领案发表之意见,topic,1946 年政治协商会议,,政协,政治协商会议,,20
145,1946,1946/01/15 ~ 1946/01/15,蒋中正考虑近日急务促开军事三人小组会议与政治协商会议如不能成立协议惟宣布政府实施民主之步骤及接白崇禧电已转饬各部遵照停战并对整军有所建议陆军迅速整编充实粮弹…,蒋中正考虑近日急务促开军事三人小组会议与政治协商会议如不能成立协议惟宣布政府实施民主之步骤及接白崇禧电已转饬各部遵照停战并对整军有所建议陆军迅速整编充实粮弹…,topic,1946 年政治协商会议,,政协; 马歇尔调处,政治协商会议,,20
146,1946,1946/01/16 ~ 1946/01/16,叶实之呈蒋中正政治协商会议各会员对军队国家化案发表之意见,叶实之呈蒋中正政治协商会议各会员对军队国家化案发表之意见,topic,1946 年政治协商会议,,政协,政治协商会议,,20
147,1946,1946/01/17 ~ 1946/01/17,北平接触与民盟人士沟通,蒋中正接陈诚报告第十一战区北平天津保定石家庄日军缴械情形与日侨遣送状况航空部队全部解除武装又是日政治协商会议举行第七次大会讨论国民大会问题孙科等提出关于国民…,topic,1946 年政治协商会议,,政协; 北平接触,政治协商会议; 国民大会,北平; 天津,20
148,1946,1946/01/17 ~ 1946/01/17,胡宗南电蒋中正据报匪新四军李先念皮定宗王树声等部攻陷息县光山正围潢川激战中虽值政治协商会议停战中仍请派大军进剿等情,胡宗南电蒋中正据报匪新四军李先念皮定宗王树声等部攻陷息县光山正围潢川激战中虽值政治协商会议停战中仍请派大军进剿等情,topic,1946 年政治协商会议,,政协; 马歇尔调处,政治协商会议,,20
149,1946,1946/01/18 ~ 1946/01/18,蒋中正接见戴笠陈立夫等谈组织交通警察总局和取消军统局与筹划党费等问题及考虑对俄共之决心营口泰安接为共军攻陷俄军并为共军掩护可知俄军不愿撤尽且必引起事端又政治协商会议,蒋中正接见戴笠陈立夫等谈组织交通警察总局和取消军统局与筹划党费等问题及考虑对俄共之决心营口泰安接为共军攻陷俄军并为共军掩护可知俄军不愿撤尽且必引起事端又政治协商会议,topic,1946 年政治协商会议,,政协,政治协商会议,,20
150,1946,1946/01/20 ~ 1946/01/20,胡宗南电蒋中正据邵鸿基电称顷闻政治协商会议中央命令无条件停战然中共依然破路进攻华北几全被占据如准要求停战无异断送华北万劫不复恳速收复华北等情,胡宗南电蒋中正据邵鸿基电称顷闻政治协商会议中央命令无条件停战然中共依然破路进攻华北几全被占据如准要求停战无异断送华北万劫不复恳速收复华北等情,topic,1946 年政治协商会议,,政协; 马歇尔调处,中国共产党; 政治协商会议,,20
151,1946,1946/01/21 ~ 1946/01/21,山西省工会等电呈国民政府为请政治协商会议制止共军攻击等情,山西省工会等电呈国民政府为请政治协商会议制止共军攻击等情,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
152,1946,1946/01/21 ~ 1946/01/21,叶实之呈蒋中正政治协商会议关于“人民权利问题”协议各条文,叶实之呈蒋中正政治协商会议关于“人民权利问题”协议各条文,topic,1946 年政治协商会议,,政协,政治协商会议,,20
153,1946,1946/01/21 ~ 1946/01/21,围绕政协决议和政府改组的调处,陈布雷呈蒋中正有关陶希圣所呈对政治协商会议及其后政局转变本党之政策、当前之急务、马歇尔特使使命之结束等意见书,topic,1946 年政治协商会议,马歇尔,政协; 马歇尔调处,政治协商会议,,20
154,1946,1946/01/22 ~ 1946/01/22,察哈尔省商会电国民政府主席蒋中正为政治协商会议察绥热问题不在军事调处执行部任务之内由当局另行解决,察哈尔省商会电国民政府主席蒋中正为政治协商会议察绥热问题不在军事调处执行部任务之内由当局另行解决,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
155,1946,1946/01/22 ~ 1946/01/22,王陵基电蒋中正判断皖鄂边区奸匪似有藉停战机会积极整补确占大别山要地与大小悟山情势若政治协商会议无圆满结果则以主力进出商城罗田窜扰鄂皖边区之企图,王陵基电蒋中正判断皖鄂边区奸匪似有藉停战机会积极整补确占大别山要地与大小悟山情势若政治协商会议无圆满结果则以主力进出商城罗田窜扰鄂皖边区之企图,topic,1946 年政治协商会议,,政协; 马歇尔调处,政治协商会议,,20
156,1946,1946/01/23 ~ 1946/01/23,国民政府主席蒋中正款待出席政治协商会议代表,国民政府主席蒋中正款待出席政治协商会议代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
157,1946,1946/01/23 ~ 1946/01/23,国民政府主席蒋中正款待出席政治协商会议代表,国民政府主席蒋中正款待出席政治协商会议代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
158,1946,1946/01/23 ~ 1946/01/23,国民政府主席蒋中正宴政治协商会议代表,国民政府主席蒋中正宴政治协商会议代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
159,1946,1946/01/23 ~ 1946/01/23,国民政府主席蒋中正宴政治协商会议代表,国民政府主席蒋中正宴政治协商会议代表,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
160,1946,1946/01/24 ~ 1946/01/24,王宗山李梦彪电蒋中正政治协商会议业经决定组织军事考察团各省市参议会应有代表参加方能本民意立场发扬正义,王宗山李梦彪电蒋中正政治协商会议业经决定组织军事考察团各省市参议会应有代表参加方能本民意立场发扬正义,topic,1946 年政治协商会议,,政协,政治协商会议,,20
161,1946,1946/01/24 ~ 1946/01/24,张金铭电蒋中正孙科等请政治协商会议转饬共军立即确遵命令停止军事行动并请中共还军于国所遗地方部队一律缴出械弹由各省县政府酌量编并为地方警察队,张金铭电蒋中正孙科等请政治协商会议转饬共军立即确遵命令停止军事行动并请中共还军于国所遗地方部队一律缴出械弹由各省县政府酌量编并为地方警察队,topic,1946 年政治协商会议,,政协,中国共产党; 政治协商会议,,20
162,1946,1946/01/24 ~ 1946/01/24,刘茂恩电蒋中正据确报焦作共军指挥部接到毛泽东手令谓解放区同志必须加紧工作拼命攻击开展地盘以促成政治协商会议有利形势等情已电各有关机关注意严防,刘茂恩电蒋中正据确报焦作共军指挥部接到毛泽东手令谓解放区同志必须加紧工作拼命攻击开展地盘以促成政治协商会议有利形势等情已电各有关机关注意严防,topic,1946 年政治协商会议,,政协,政治协商会议,,20
163,1946,1946/01/25 ~ 1946/01/25,林希谦电蒋中正此次政治协商会议决定组织军事考察团以谋有效制止战事查目前战区辽阔请准各省区参议会推派代表参加,林希谦电蒋中正此次政治协商会议决定组织军事考察团以谋有效制止战事查目前战区辽阔请准各省区参议会推派代表参加,topic,1946 年政治协商会议,,政协,政治协商会议,,20
164,1946,1946/01/26 ~ 1946/01/26,政治协商会议秘书长雷震呈国民政府为签陈中国工程师学会等一百六十五团体呈函祈鉴核,政治协商会议秘书长雷震呈国民政府为签陈中国工程师学会等一百六十五团体呈函祈鉴核,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
165,1946,1946/01/28 ~ 1946/01/28,政治协商会议秘书长雷震呈国民政府主席蒋中正为送施政纲领军事宪法草案等三组商讨结果,政治协商会议秘书长雷震呈国民政府主席蒋中正为送施政纲领军事宪法草案等三组商讨结果,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
166,1946,1946/01/28 ~ 1946/01/28,国民政府文官长吴鼎昌函军事委员会为山西省工会等电请政治协商会议制止共军攻击一案函达查照,国民政府文官长吴鼎昌函军事委员会为山西省工会等电请政治协商会议制止共军攻击一案函达查照,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
167,1946,1946/01/28 ~ 1946/01/28,国民政府文官长吴鼎昌函政治协商会议秘书处为山西省工会等电为停战命令限期已过共军仍破坏铁路夺取城镇一案函达查照,国民政府文官长吴鼎昌函政治协商会议秘书处为山西省工会等电为停战命令限期已过共军仍破坏铁路夺取城镇一案函达查照,topic,1946 年政治协商会议,,政协; 马歇尔调处,国民政府; 政治协商会议,,20
168,1946,1946/01/28 ~ 1946/01/28,雷震呈蒋中正政治协商会议施政纲领军事宪法草案等三组商讨结果,雷震呈蒋中正政治协商会议施政纲领军事宪法草案等三组商讨结果,topic,1946 年政治协商会议,,政协,政治协商会议,,20
169,1946,1946/01/28 ~ 1946/01/28,胡宗南电蒋中正豫北共军奉毛泽东手令为促成政治协商会议于匪有利形势各解放区同志须加紧工作并攻击开展地区以往成绩将来地位均视此次工作而定等情,胡宗南电蒋中正豫北共军奉毛泽东手令为促成政治协商会议于匪有利形势各解放区同志须加紧工作并攻击开展地区以往成绩将来地位均视此次工作而定等情,topic,1946 年政治协商会议,,政协,政治协商会议,,20
170,1946,1946/01/29 ~ 1946/01/29,国民政府文官处函政治协商会议秘书处关于四川省参议会电陈国民大会之召开及依法选出代表之请力持正义如期召开案奉批送贵单位函达查照,国民政府文官处函政治协商会议秘书处关于四川省参议会电陈国民大会之召开及依法选出代表之请力持正义如期召开案奉批送贵单位函达查照,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议; 国民大会,,20
171,1946,1946/01/29 ~ 1946/01/29,政治协商会议秘书长雷震呈国民政府谨将施政纲领军事宪法草案等三组商讨结果签呈察阅,政治协商会议秘书长雷震呈国民政府谨将施政纲领军事宪法草案等三组商讨结果签呈察阅,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
172,1946,1946/01/29 ~ 1946/01/29,国民政府文官处函张群为政治协商会议察绥热问题来电三件请参考,国民政府文官处函张群为政治协商会议察绥热问题来电三件请参考,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
173,1946,1946/01/31 ~ 1946/01/31,国民政府文官长吴鼎昌函政治协商会议秘书处为陕北特区人民自救会电为中共肆虐提供意见四项请迅予设法实施以平内乱一案函达查照,国民政府文官长吴鼎昌函政治协商会议秘书处为陕北特区人民自救会电为中共肆虐提供意见四项请迅予设法实施以平内乱一案函达查照,topic,1946 年政治协商会议,,政协,国民政府; 中国共产党; 政治协商会议,,20
174,1946,1946/01/31 ~ 1946/01/31,国民政府文官处函政治协商会议秘书长雷震为山东省政府临时参议会议长裴鸣宇电军事考察团必须有各省市民意机关代表参加本会推孙丹林参加请查照,国民政府文官处函政治协商会议秘书长雷震为山东省政府临时参议会议长裴鸣宇电军事考察团必须有各省市民意机关代表参加本会推孙丹林参加请查照,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
175,1946,1946/01/31 ~ 1946/01/31,蒋中正审阅政治协商会议所商定之宪草审议会之组织与宪法原则案及接刘翰东电共军围攻辽北省会与昌图开源共军向省会四郊逐渐合围招收武力不足应战清速发弹药并令国军增援…,蒋中正审阅政治协商会议所商定之宪草审议会之组织与宪法原则案及接刘翰东电共军围攻辽北省会与昌图开源共军向省会四郊逐渐合围招收武力不足应战清速发弹药并令国军增援…,topic,1946 年政治协商会议,,政协,政治协商会议,,20
176,1946,1946/02/01 ~ 1946/02/01,政治协商会议协议扩大政府组织者及和平建国纲领等事项,政治协商会议协议扩大政府组织者及和平建国纲领等事项,topic,1946 年政治协商会议,,政协,政治协商会议,,20
177,1946,1946/02/01 ~ 1946/02/01,何应钦电蒋中正焦作共军接到毛泽东手令称政治协商会议进程流血愈多愈有价值以往之成绩将来之地位均视此次工作而定等语已电饬将确实证据搜呈,何应钦电蒋中正焦作共军接到毛泽东手令称政治协商会议进程流血愈多愈有价值以往之成绩将来之地位均视此次工作而定等语已电饬将确实证据搜呈,topic,1946 年政治协商会议,,政协,政治协商会议,,20
178,1946,1946/02/05 ~ 1946/02/05,蒋中正约见英美新闻记者答复其所询有关政府改组共党军队缩编对日政策对俄交涉还都南京等问题，伦敦曼彻斯特报导社论赞扬中国为达成政治统一所召开只政治协商会议政府实…,蒋中正约见英美新闻记者答复其所询有关政府改组共党军队缩编对日政策对俄交涉还都南京等问题，伦敦曼彻斯特报导社论赞扬中国为达成政治统一所召开只政治协商会议政府实…,topic,1946 年政治协商会议,,政协,政治协商会议,南京,20
179,1946,1946/02/07 ~ 1946/02/07,分存单中央秘书处国防秘书厅抄送政治协商会议决议案一份,分存单中央秘书处国防秘书厅抄送政治协商会议决议案一份,topic,1946 年政治协商会议,,政协,政治协商会议,,20
180,1946,1946/02/07 ~ 1946/02/07,立法院及国民大会代表选举总事务所关于抄送政治协商会议关于国民大会决议案分存单,立法院及国民大会代表选举总事务所关于抄送政治协商会议关于国民大会决议案分存单,topic,1946 年政治协商会议,,政协,政治协商会议; 国民大会,,20
181,1946,1946/02/09 ~ 1946/02/09,政治协商会议秘书长雷震呈国民政府主席蒋中正为报告宪法草案审议委员会开会日期及名单,政治协商会议秘书长雷震呈国民政府主席蒋中正为报告宪法草案审议委员会开会日期及名单,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
182,1946,1946/02/11 ~ 1946/02/11,政治协商会议秘书长雷震呈国民政府为呈报宪草审议委员会开会日期,政治协商会议秘书长雷震呈国民政府为呈报宪草审议委员会开会日期,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
183,1946,1946/02/14 ~ 1946/02/14,陶冶电国民政府主席蒋中正为贺政治协商会议会商完成,陶冶电国民政府主席蒋中正为贺政治协商会议会商完成,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
184,1946,1946/03/04 ~ 1946/03/04,国民政府文官长吴鼎昌呈主席蒋中正为根据政治协商会议变更国民政府组知各项拟具国民政府组织法修正草案请核改后交二中全会讨论,国民政府文官长吴鼎昌呈主席蒋中正为根据政治协商会议变更国民政府组知各项拟具国民政府组织法修正草案请核改后交二中全会讨论,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
185,1946,1946/03/04 ~ 1946/03/04,纽约留美中国同仁及重庆市基督教会电国民政府主席蒋中正为请求彻底执行政治协商会议决议,纽约留美中国同仁及重庆市基督教会电国民政府主席蒋中正为请求彻底执行政治协商会议决议,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,重庆,20
186,1946,1946/03/04 ~ 1947/04/21,蒋中正交议根据政治协商会议拟具国民政府组织法，吴鼎昌呈改组国民政府选任五院院长及国民政府委员等注意事项，中央常会决议立法委员延长任期扩增名额及监察委员扩增名…,蒋中正交议根据政治协商会议拟具国民政府组织法，吴鼎昌呈改组国民政府选任五院院长及国民政府委员等注意事项，中央常会决议立法委员延长任期扩增名额及监察委员扩增名…,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
187,1946,1946/03/07 ~ 1946/03/07,国民政府文官处文书局函参军处军务局关于李善谦谢盛戡在二百四十名指定代表名额中予以指定一案自政治协商会议后事实上已不可能函达查照,国民政府文官处文书局函参军处军务局关于李善谦谢盛戡在二百四十名指定代表名额中予以指定一案自政治协商会议后事实上已不可能函达查照,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议,,20
188,1946,1946/03/07 ~ 1946/03/07,国民政府文官处函国民大会代表选举总事务所自政治协商会议后关于二百四十名指定代表名额业已撤销李善谦谢盛戡二员国大代表资格已无法产生函达查照,国民政府文官处函国民大会代表选举总事务所自政治协商会议后关于二百四十名指定代表名额业已撤销李善谦谢盛戡二员国大代表资格已无法产生函达查照,topic,1946 年政治协商会议,,政协,国民政府; 政治协商会议; 国民大会,,20
189,1946,1946/03/10 ~ 1946/03/10,政治协商会议名单与协议事项及陈立夫等呈蒋中正政治协商会议扩大政府组织案之研究,政治协商会议名单与协议事项及陈立夫等呈蒋中正政治协商会议扩大政府组织案之研究,topic,1946 年政治协商会议,,政协,政治协商会议,,20
190,1946,1946/03/15 ~ 1946/03/15,徐复观呈蒋中正关于政治协商会议及党务革新方案，杨虎呈蒋中正为请争取统制国内外中国帮会党团组织献议书,徐复观呈蒋中正关于政治协商会议及党务革新方案，杨虎呈蒋中正为请争取统制国内外中国帮会党团组织献议书,topic,1946 年政治协商会议,,政协,政治协商会议,,20
