file_id,chunk_index,page_range,source_path,chunk_path,mean_confidence,search_usable,likely_ocr_problems,suspicious_names_or_dates,article_boundary_guess,recommended_action,citation_ready,needs_human_review,period_covered,phase,reviewer,notes
P3-85447,1,all,data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85447_民憲_第一卷第六期.ocr.md,0.8650,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85448,1,all,data/domestic/press_scans/NLC404-00J001436-85448_民憲_第一卷第七期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85448_民憲_第一卷第七期.ocr.md,0.8558,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-10483,1,all,data/domestic/press_scans/NLC404-01J000514-10483_光明報_1947年22期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-10483_光明報_1947年22期.ocr.md,0.8793,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-10484,1,all,data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-10484_光明報_1948年1卷1期.ocr.md,0.8597,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-10514,1,all,data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-10514_光明報_1948年1卷12期.ocr.md,0.9192,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-10515,1,all,data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-10515_光明報_1949年2卷1期.ocr.md,0.9258,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-10835,1,all,data/domestic/press_scans/NLC404-01J000514-10835_光明報_1946年2期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-10835_光明報_1946年2期.ocr.md,0.8997,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-23806,1,all,data/domestic/press_scans/NLC404-01J000514-23806_光明報_1946年11期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-23806_光明報_1946年11期.ocr.md,0.9136,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-72821,1,all,data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf,work/domestic/ocr_collection_phase4/NLC404-01J000514-72821_光明報_1949年2卷12期.ocr.md,0.9193,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-GXMM-SH,1,all,data/domestic/press_scans/NLC_大公報_上海版_1947-11-06_第2版_完整影像_试用数据库.pdf,work/domestic/ocr_collection_phase4/NLC_大公報_上海版_1947-11-06_第2版_完整影像_试用数据库.ocr.md,0.8012,true_with_caution,low (r90 旋转后提升; 含 张澜 等关键人物),low (1947-11-06 第2版 民盟解散 + 国大 + 伦敦四强),"per_article (1947-11-06 第2版, 头版/中部/末版分栏)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4 (P3-GXMM rerotate 20260727),Claude Code (r90 rotation improvement),
P3-GXMM-TJ,1,all,data/domestic/press_scans/NLC_大公報_天津版_1947-11-06_第2版_完整影像_试用数据库.pdf,work/domestic/ocr_collection_phase4/NLC_大公報_天津版_1947-11-06_第2版_完整影像_试用数据库.ocr.md,0.8672,true_with_caution,low (r90 旋转后提升; 标题与分栏清晰可识别),low (1947-11-06 第2版: 通知盟員停止政治活動 + 董顯光談民盟 + 政府不擬拘捕盟員),"per_article (1947-11-06 第2版, 头版/中部/末版分栏)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4 (P3-GXMM rerotate 20260727),Claude Code (r90 rotation improvement),
P3-85443,1,all,data/domestic/press_scans/NLC404-00J001436-85443_民憲_第一卷第二期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85443_民憲_第一卷第二期.ocr.md,0.8654,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85450,1,all,data/domestic/press_scans/NLC404-00J001436-85450_民憲_第一卷第九期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85450_民憲_第一卷第九期.ocr.md,0.8794,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85451,1,all,data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85451_民憲_第一卷第十期.ocr.md,0.8596,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85452,1,all,data/domestic/press_scans/NLC404-00J001436-85452_民憲_第一卷第十一期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85452_民憲_第一卷第十一期.ocr.md,0.8545,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85454,1,all,data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85454_民憲_第二卷第一期.ocr.md,0.8522,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-85455,1,all,data/domestic/press_scans/NLC404-00J001436-85455_民憲_第二卷第二期.pdf,work/domestic/ocr_collection_phase4/NLC404-00J001436-85455_民憲_第二卷第二期.ocr.md,0.8674,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (报刊按文章分, 期号页可定位)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-023,1,0001-0100,data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf,work/domestic/ocr_collection_phase4/SSID-13679264_观察_第3卷第1-12期_p0001-0100.ocr.md,0.9301,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (周刊按文章分, 需逐期重排)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-023,2,0101-0200,data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf,work/domestic/ocr_collection_phase4/SSID-13679264_观察_第3卷第1-12期_p0101-0200.ocr.md,0.9301,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (周刊按文章分, 需逐期重排)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-023,3,0201-0278,data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf,work/domestic/ocr_collection_phase4/SSID-13679264_观察_第3卷第1-12期_p0201-0278.ocr.md,0.9301,true_with_caution,"medium (印刷清晰, 抽查专有名词/人名/期号)",medium (人名/日期/期号需校对原版),"per_article (周刊按文章分, 需逐期重排)",GO_SEARCH_DRAFT,false,true,1941|1944-1945|1946|1947|1948-1949,Phase 4,Claude Code (local rule-based on accepted21 phase5 / pending37 rule),
P3-113,1,0001-0100,data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21905_大公報_第113卷_p0001-0100.ocr.md,0.8689,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
P3-113,2,0101-0200,data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21905_大公報_第113卷_p0101-0200.ocr.md,0.8689,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
P3-113,3,0201-0232,data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21905_大公報_第113卷_p0201-0232.ocr.md,0.8689,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
P3-114,1,0001-0100,data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21906_大公報_第114卷_p0001-0100.ocr.md,0.8656,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
P3-114,2,0101-0200,data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21906_大公報_第114卷_p0101-0200.ocr.md,0.8656,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
P3-114,3,0201-0248,data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf,work/domestic/ocr_collection_phase4/NLC511-012031312030001-21906_大公報_第114卷_p0201-0248.ocr.md,0.8656,true_with_caution,"medium (整本报刊, 抽查 1947-11-06 第2版 民盟宣布解散报道)",medium (人名/期号/报道日期需校对),"per_page (整本按页定位, 1947-11-06 第2版为重点)",GO_SEARCH_DRAFT,false,true,1947,Phase 4 (P1 补充),Claude Code (rule-based),P3-113/114 后段 OCR 完成后追加
