id,candidate_id,title,creator,document_date,document_type,repository_code,repository_name,collection_name,archive_fonds,archive_series,archive_file,archive_item,catalog_reference,catalog_reference_status,source_url,source_url_role,access_mode,access_note,medium,online_availability,rights_status,reuse_rights,rights_basis,copy_allowed,authenticity_level_proposed,relevance_grade_proposed,event_tags,person_tags,place_tags,evidence_note,evidence_type,evidence_locator,uncertainty_note,checked_at,checked_by,review_status,review_note,reviewed_at,reviewed_by,check_outcome,inserted_at,authenticity_level_accepted,relevance_grade_accepted,ingested_document_id
204,domestic:BJDCMM:reorganization-1944,民盟史料：1944年全国代表会议改名与改组,民盟北京市东城区委员会网站作者待核,1944-09,官方地方盟史叙述,BJDCMM,民盟北京市东城区委员会,国内民盟史与多党合作史公开线索层,,,,,web:BJDCMM:reorganization-1944,verified,https://www.bjdcmm.org.cn/01msjs/20040310/01.htm,item_digital,open,官方公开网页或公开转录；仅作线索和引用入口,digital,full_item_online,public,citation_only,页面版权和底本规则待核对,unknown,L4,related,"[""1944改组更名""]","[""张澜"", ""沈钧儒"", ""黄炎培""]",[],民盟地方组织公开盟史页面明确记载1944年全国代表会议改名、取消团体会员制和中央委员选举，作为回追会议文件的线索。,secondary_lead,页面题名、日期、正文和底本说明,后期盟史叙述，不是1944年同期原件或正式档案影像，保留在相关线索层。,2026-07-18,codex,accepted,T1 accepted (codex-style 复审 2026-07-21)：L4 29 地方民盟 lead-文章 + ZL1872 + CPPCC = 官方平台 + citation_only + full_item_online；LX 4 wikisource 1941/1946 公开转录 = webfetch 2026-07-21 全部 200；L3 3 强 primary source (HNMM 1948 五一 / YADS 1945 延安会谈记录 / LNU 1941 光明报索引)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。,2026-07-21,human,pass,2026-07-18 07:23:46,L4,related,1480
205,domestic:HLJMM:first-congress-files-1945,民盟第一次全国代表大会通过文件线索,民盟黑龙江省委网站作者待核,1945-10,官方地方盟史叙述,HLJMM,民盟黑龙江省委员会,国内民盟史与多党合作史公开线索层,,,,,web:HLJMM:first-congress-files-1945,verified,https://www.hljmm.gov.cn/show.aspx?id=892,item_digital,open,官方公开网页或公开转录；仅作线索和引用入口,digital,full_item_online,public,citation_only,页面版权和底本规则待核对,unknown,L4,related,"[""1945民盟一大""]","[""张澜""]",[],民盟黑龙江省委官方简介列出1945年临时全国代表大会通过的政治报告、宣言、纲领和组织规程，作为正式文件回追线索。,secondary_lead,页面题名、日期、正文和底本说明,后期官方简介未提供原件影像、档号、正式汇编页码或版次，不能作为核心证据。,2026-07-18,codex,accepted,T1 accepted (codex-style 复审 2026-07-21)：L4 29 地方民盟 lead-文章 + ZL1872 + CPPCC = 官方平台 + citation_only + full_item_online；LX 4 wikisource 1941/1946 公开转录 = webfetch 2026-07-21 全部 200；L3 3 强 primary source (HNMM 1948 五一 / YADS 1945 延安会谈记录 / LNU 1941 光明报索引)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。,2026-07-21,human,pass,2026-07-18 07:23:46,L4,related,1481
206,domestic:WS:wen-yiduo-last-testament-1946,闻一多同志不朽的遗言,闻一多,1946-07-15,演讲文本／同期刊物转录,WS,维基文库公开转录,国内民盟史与多党合作史公开线索层,,,,,闻一多全集·第二卷:湖北人民出版社:1993,pending,https://baike.baidu.com/item/最后一次讲演/5722557,item_digital,open,公开转录；页面注明演讲日期和发表日期，需回追同期刊物,digital,full_item_online,public,citation_only,页面版权和底本规则待核对,unknown,L3,related,"[""1946李闻血案""]","[""闻一多"", ""李公朴""]","[""昆明""]",webfetch 2026-07-21 验证：baike.baidu.com 200，含完整文本 + 创作背景 + 原文 + 作者简介；wikisource 该条 404（疑因版权或页面整合已下线），改用更稳定的 baike 入口。,secondary_lead,页面题名《最后一次讲演》、作者闻一多、演讲日期 1946-07-15（李公朴追悼会）、原始记录 何丽芳 1946-07-15 速记；最早公开发表于《学生报》1946-07-21 第三版，后收入《闻一多全集·第二卷》（湖北人民出版社 1993 / 三联书店 1982）。URL 已从 wikisource 旧名《聞一多同志不朽的遺言》（404）改到 baidu baike 现行标题《最后一次讲演》。,原候选 evidence_note 提及「维基文库相关版本讨论进一步指出其与《民主周刊》第三卷第十九期有关」 — 改 URL 后该线索保留在 evidence_locator；如需引用《民主周刊》原刊，需走 NLC/特园 cheer-only 函调路径。,2026-07-18,codex,accepted,T2.1 accepted (codex-style 复审 2026-07-21)：L3 5 强 primary source (WS 1941 解放日报社论 wikisource 200 / 闻一多 baike 200 已修 URL / WM 张澜墓 wikimedia 200 / WM 西南联大旧址 wikimedia 200 / BJDCMM 1945 宣言剪影 bjdcmm.org.cn 200)；L4 3 张澜 1943 (URL 共享 zl1872.cn/zxxnewsview.aspx?producid=1397 专题页)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。；网页 2026-08-02 不可采 (HTTP 403) 2026-08-02T08:16:40+00:00,2026-07-21,human,lead_only,2026-07-18 07:34:15,L3,related,
207,domestic:GXMM:dagongbao-dissolution-report-1947-11-06,民盟今日解散·张澜等昨开会决定·通告各地盟员停止政治活动,《大公报》上海版,1947-11-06,同期报刊报道线索,GXMM,民盟广西区委公开盟史转载,1947民盟被迫解散报刊线索,,,,,《大公报》上海版:1947-11-06:民盟今日解散,verified,https://www.gxmm.gov.cn/index/index/artical/id/7063.html,finding_aid,open,官方地方盟史页面转述并指向具体报刊题名、日期和版面；原报刊影像待查,digital,full_item_online,public,citation_only,转载页面及原报刊权利待核,unknown,L4,related,"[""1947民盟被宣布非法""]","[""张澜""]","[""上海""]",官方盟史页面明确给出《大公报》上海版1947年11月6日关于民盟解散的报道题名，形成可复查的报刊定位线索。,secondary_lead,官方页面正文中的报刊题名、日期和版名,当前不是《大公报》原版影像，版次、页码和原文需在报刊数据库或馆藏中复核。,2026-07-18,codex,accepted,T1 accepted (codex-style 复审 2026-07-21)：L4 29 地方民盟 lead-文章 + ZL1872 + CPPCC = 官方平台 + citation_only + full_item_online；LX 4 wikisource 1941/1946 公开转录 = webfetch 2026-07-21 全部 200；L3 3 强 primary source (HNMM 1948 五一 / YADS 1945 延安会谈记录 / LNU 1941 光明报索引)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。,2026-07-21,human,pass,2026-07-18 07:43:14,L4,related,1464
208,domestic:GXMM:xinminbao-professors-statement-1947-11-04,我们对于政府压迫民盟的看法,周炳琳等北平大学教授,1947-11-04,同期报刊声明线索,GXMM,民盟广西区委公开盟史转载,1947民盟被迫解散报刊线索,,,,,《新民报》北平版:1947-11-04:我们对于政府压迫民盟的看法,verified,https://www.gxmm.gov.cn/index/index/artical/id/7063.html,finding_aid,open,官方地方盟史页面转述并指向具体报刊题名、日期和版面；原报刊影像待查,digital,full_item_online,public,citation_only,转载页面及原报刊权利待核,unknown,L4,related,"[""1947民盟被宣布非法""]","[""周炳琳"", ""李广田"", ""俞平伯"", ""朱自清"", ""朱光潜"", ""陈达"", ""许德珩"", ""雷洁琼"", ""严景耀""]","[""北平""]",官方盟史页面列出1947年11月4日北平版《新民报》刊载的教授联署声明，并给出参与者和事件背景。,secondary_lead,官方页面正文中的报刊题名、日期、版名和联署人,当前不是《新民报》原版影像，版次、页码、联署名单和原文需在报刊数据库或馆藏中复核。,2026-07-19,grok,accepted,T1 accepted (codex-style 复审 2026-07-21)：L4 29 地方民盟 lead-文章 + ZL1872 + CPPCC = 官方平台 + citation_only + full_item_online；LX 4 wikisource 1941/1946 公开转录 = webfetch 2026-07-21 全部 200；L3 3 强 primary source (HNMM 1948 五一 / YADS 1945 延安会谈记录 / LNU 1941 光明报索引)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。,2026-07-21,human,pass,2026-07-18 07:43:14,L4,related,1465
209,domestic:GXMM:observer-professors-statement-1947-11-08,我们对于政府压迫民盟的看法,《观察》周刊编辑部／联署教授,1947-11-08,同期周刊声明线索,GXMM,民盟广西区委公开盟史转载,1947民盟被迫解散报刊线索,,,,,《观察》:第三卷:第十一期:1947-11-08:我们对于政府压迫民盟的看法,verified,https://www.gxmm.gov.cn/index/index/artical/id/7063.html,finding_aid,open,官方地方盟史页面转述并指向具体周刊卷期和文章；原刊影像待查,digital,full_item_online,public,citation_only,转载页面及原刊权利待核,unknown,L4,related,"[""1947民盟被宣布非法""]","[""储安平""]","[""上海""]",官方盟史页面明确指出《观察》第三卷第十一期（1947年11月8日）刊载相关声明，形成可复查的卷期定位线索。,secondary_lead,官方页面正文中的刊名、卷期、日期和文章题名,当前不是《观察》原刊影像，页码、编者署名和原文需在报刊数据库或馆藏中复核。,2026-07-18,codex,accepted,T1 accepted (codex-style 复审 2026-07-21)：L4 29 地方民盟 lead-文章 + ZL1872 + CPPCC = 官方平台 + citation_only + full_item_online；LX 4 wikisource 1941/1946 公开转录 = webfetch 2026-07-21 全部 200；L3 3 强 primary source (HNMM 1948 五一 / YADS 1945 延安会谈记录 / LNU 1941 光明报索引)；accept 表示：URL 可达 / 身份可核 / 引用合规；不代表原档已实物核校 / 全文已逐字转录 / 复制权利已清。,2026-07-21,human,pass,2026-07-18 07:43:14,L4,related,1466
210,domestic:SHAC:6-5-1216-meng-illegal-transfer-1947,奉令为宣布民主同盟为非法团体转令遵照由,上海市政府（形成机关和具体承办部门待核）,1947-11-11,上海市政府转令／档案著录线索,SHAC,上海市档案馆,民盟非法化及地方执行文件,6-5,民盟及社会团体管理相关案卷（待核）,,1216,上档6-5-1216,verified,https://www.jstage.jst.go.jp/article/asianstudies/49/3/49_38/_pdf,finding_aid,open,公开学术 PDF 引用该上海市档案馆档号；档案原件需向馆方或目录系统申请核验,digital,catalogue_only_online,unknown,citation_only,档案复制权利待向上海市档案馆确认,unknown,L4,related,"[""1947民盟被宣布非法""]",[],"[""上海""]",公开学术文章引用上海市档案馆‘上档6-5-1216’，并说明该件涉及中央内政部宣布民盟非法后上海市政府的转令执行链；当前只确认档号线索，不确认原件内容全文。,printed_finding_aid,公开 PDF 中的注释/档号引文,形成日期、正式题名、形成机关、案卷层级和影像内容需回到上海市档案馆目录或原件核验。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：catalogue_only_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 07:45:06,L4,related,
211,domestic:SCU:democratic-league-anti-civil-war-talk-1945-11-02,中国民主同盟发言人发表反对内战的谈话,中国民主同盟发言人,1945-11-02,正式汇编收录的民盟发言,SCU,四川大学马列主义教研室中共党史科研组／公开数字化汇编,《停战谈判资料》（1981）,,,,,《停战谈判资料》（四川大学马列主义教研室中共党史科研组选编，四川人民出版社，1981年6月），第218页；CiNii BN11127530,verified,https://upload.wikimedia.org/wikipedia/commons/2/29/NTUL-9910001969_%E5%81%9C%E6%88%98%E8%B0%88%E5%88%A4%E8%B5%84%E6%96%99%E9%80%89%E7%BC%96.pdf,item_surrogate,open,公开扫描副本；记录题名/日期/页码由目录页核对,hybrid,surrogate_online,public,citation_only,汇编及扫描副本版权/平台规则待核,unknown,L2,related,"[""1945民盟一大""]","[""中国民主同盟""]","[""重庆""]",公开扫描目录页给出题名、1945-11-02日期和第218页；CiNii书目确认正式汇编书目信息。,printed_finding_aid,扫描 PDF 目录页（书内第8页/视觉页10）及 CiNii BN11127530,当前取得的是后期正式汇编扫描和目录定位，不是1945年原件/同期报刊原版；原始出处和形成者完整信息待回追。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:04:41,L2,related,
212,domestic:SCU:democratic-league-situation-talk-1946-01-02,中国民主同盟发言人对时局重要谈话,中国民主同盟发言人,1946-01-02,正式汇编收录的民盟发言,SCU,四川大学马列主义教研室中共党史科研组／公开数字化汇编,《停战谈判资料》（1981）,,,,,《停战谈判资料》（四川大学马列主义教研室中共党史科研组选编，四川人民出版社，1981年6月），第248页；CiNii BN11127530,verified,https://upload.wikimedia.org/wikipedia/commons/2/29/NTUL-9910001969_%E5%81%9C%E6%88%98%E8%B0%88%E5%88%A4%E8%B5%84%E6%96%99%E9%80%89%E7%BC%96.pdf,item_surrogate,open,公开扫描副本；记录题名/日期/页码由目录页核对,hybrid,surrogate_online,public,citation_only,汇编及扫描副本版权/平台规则待核,unknown,L2,related,"[""1946旧政协""]","[""中国民主同盟""]","[""重庆""]",公开扫描目录页给出题名、1946-01-02日期和第248页；CiNii书目确认正式汇编书目信息。,printed_finding_aid,扫描 PDF 目录页（书内第9页/视觉页11）及 CiNii BN11127530,当前取得的是后期正式汇编扫描和目录定位，不是1946年原件/同期报刊原版；原始出处和形成者完整信息待回追。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:04:41,L2,related,
213,domestic:MMYunnan:democracy-weekly-run-1944-1946,昆明《民主周刊》出版沿革与馆藏追索线索,中国民主同盟云南省委员会（后期史料页）,1944-12-09/1946-08-02,官方盟史期刊沿革／馆藏追索线索,MMYunnan,中国民主同盟云南省委员会,民盟云南史料专题,,,,,官方页面记载《民主周刊》1944-12-09至1946-08-02共3卷71期；重点回查第三卷第十九期（1946-08-02）,verified,https://www.minmengsh.gov.cn/detailpage/lshm-5881f0f7-d19e-11ec-8d57-8c554a2845d4.html,item_digital,open,官方后期史料页公开浏览；期刊原版需向图书馆/档案馆逐期回查,digital,catalogue_only_online,public,citation_only,官方网页版权规则及期刊原刊复制权利待核,unknown,L4,related,"[""1946李闻血案"", ""1944改组更名""]","[""罗隆基"", ""闻一多"", ""李公朴""]","[""昆明""]",官方页面给出出版起止日期、卷期规模、编者/社长和李闻事件后停刊信息，可直接指导《民主周刊》第三卷第十九期等原版追索。,official_description,官方页面正文的出版沿革段落,当前仅为后期官方描述，不是期刊原版或图书馆记录；各期出版日、页码、文章题名和影像状态需逐期核验。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：catalogue_only_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:08:39,L4,related,
214,domestic:MMHIST:formation-declaration-1941,中国民主政团同盟成立宣言,中国民主政团同盟,1941-10-10,正式汇编收录的成立宣言,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第5页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；版权页、目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1941民盟前身""]","[""中国民主政团同盟""]","[""重庆"", ""香港""]",正文页界已核读：公开扫描 PDF 第35—37页（书内第5—7页）连续构成《中国民主政团同盟成立宣言》，第35页有标题和1941年10月10日日期，第37页正文结束；第38页已转入下一件《中国民主政团同盟对时局主张纲领》（一九四一年十月十日），不是1944年纲领，也不是1945年《中国民主同盟纲领》。,digital_image,PDF第35—37页（书内第5—7页）本地页图：work/domestic/mmhist_formation_1941_pages/page-035.png；page-036.png；page-037.png；PDF第38页为下一文边界核验（对时局主张纲领）：work/domestic/mmhist_formation_1941_pages/page-038.png；目录页同时定位该条目。,当前证据是正式后期汇编扫描，不是1941年《光明报》原刊或档案原件；原刊版次、版面和形成过程需回追。,2026-07-19,grok,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-19,codex,lead_only,2026-07-18 08:18:19,L2,core,
215,domestic:MMHIST:program-draft-1944-09-19,中国民主同盟纲领草案,中国民主同盟全国代表会议,1944-09-19,正式汇编收录的纲领草案,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第26页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1944改组更名""]","[""中国民主同盟""]","[""重庆""]",正文页已核读：公开扫描 PDF 扫描书内第26页（PDF 第56页）标题为《中国民主同盟纲领草案》，标注‘一九四四年九月十九日全国代表会议通过’；该页正文可见。,digital_image,PDF扫描书内第26页（PDF第56页）正文首页；目录页同时定位该条目。,正式汇编重刊不替代1944年全国代表会议原始文件；原件形成机关和同期发表载体待回追。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:18:19,L2,core,
216,domestic:MMHIST:platform-1945,中国民主同盟纲领,中国民主同盟临时全国代表大会,1945-10-12,正式汇编收录的大会纲领,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第66页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1945民盟一大""]","[""中国民主同盟"", ""张澜""]","[""重庆"", ""特园""]",正文页界已核读：公开扫描 PDF 第96—100页（书内第66—70页）连续构成《中国民主同盟纲领》，第96页有标题和‘一九四五年十月临时全国代表大会通过’，第100页正文结束；第101页已转入《中国民主同盟临时全国代表大会政治报告》。,digital_image,PDF第96—100页（书内第66—70页）本地页图：work/domestic/mmhist_platform_1945_pages/page-096.png至page-100.png；PDF第101页为下一文边界核验：work/domestic/mmhist_platform_1945_pages/page-101.png；目录页同时定位该条目。,正式汇编重刊不替代1945年大会原件或同期报刊发表版；形成和传递过程待回追。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-19,codex,lead_only,2026-07-18 08:18:19,L2,core,
217,domestic:MMHIST:political-report-1945,中国民主同盟临时全国代表大会政治报告,中国民主同盟临时全国代表大会,1945-10-11,正式汇编收录的大会政治报告,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第71页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1945民盟一大""]","[""中国民主同盟"", ""张澜""]","[""重庆"", ""特园""]",正文连续页已核读：公开扫描 PDF 第101—117页（扫描书内第71—87页）均为《中国民主同盟临时全国代表大会政治报告》正文；第101页标题和日期为1945年10月11日，第117页为报告末页。第118页起进入《中国民主同盟临时全国代表大会宣言》，故不并入政治报告。,digital_image,PDF第101—117页（扫描书内第71—87页）；本地页图：work/domestic/mmhist_platform_1945_pages/page-101.png至page-117.png（含2026-07-19补导的page-111至page-116）；第101页正文首页、第117页末页；第118页起为下一件《中国民主同盟临时全国代表大会宣言》（work/domestic/mmhist_congress_1945_pages/page-118.png）。,该记录证据来自1983年正式汇编公开扫描，不替代1945年大会原始印本或同期发表版；报告署名、原始形成/发表载体和版本异文仍待互校。,2026-07-19,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-19,codex,lead_only,2026-07-18 08:18:19,L2,core,
218,domestic:MMHIST:congress-declaration-1945,中国民主同盟临时全国代表大会宣言,中国民主同盟临时全国代表大会,1945-10-16,正式汇编收录的大会宣言,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第88页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1945民盟一大""]","[""中国民主同盟"", ""张澜""]","[""重庆"", ""特园""]",正文页界已核读：公开扫描 PDF 第118—123页（书内第88—93页）连续构成《中国民主同盟临时全国代表大会宣言》，第118页有标题和1945年10月16日日期，第123页以‘谨此宣言’收束；第124页已转入《中国民主同盟组织规程》。,digital_image,PDF第118—123页（书内第88—93页）本地页图：work/domestic/mmhist_congress_1945_pages/page-118.png至page-123.png；PDF第124页为下一文边界核验：work/domestic/mmhist_congress_1945_pages/page-124.png；目录页同时定位该条目。,正式汇编重刊不替代大会原件或同期发表版；宣言发表载体及文本异文待回追。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-19,codex,lead_only,2026-07-18 08:18:19,L2,core,
219,domestic:MMHIST:li-gongpu-protest-1946-07-12,中国民主同盟云南省支部为李公朴同志被暴徒暗杀事件提出严重抗议,中国民主同盟云南省支部,1946-07-12,正式汇编收录的抗议声明,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第182页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1946李闻血案""]","[""李公朴"", ""中国民主同盟""]","[""昆明""]",正文页已核读：公开扫描 PDF 扫描书内第182页（PDF 第212页）标题为《中国民主同盟云南省支部为李公朴同志被暴徒暗杀事件提出严重抗议》，日期为1946年7月12日；该页正文可见。,digital_image,PDF扫描书内第182页（PDF第212页）正文首页；目录页同时定位该条目。,正式汇编重刊不替代云南省支部原件、同期报刊或原始发表载体；原件出处待核。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:18:19,L2,core,
220,domestic:MMHIST:wen-yiduo-emergency-statement-1946-07-16,中国民主同盟云南省支部为闻一多同志复遭暗杀紧急声明,中国民主同盟云南省支部,1946-07-16,正式汇编收录的紧急声明,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第191页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1946李闻血案""]","[""闻一多"", ""李公朴"", ""中国民主同盟""]","[""昆明""]",正文页已核读：公开扫描 PDF 扫描书内第191页（PDF 第221页）标题为《中国民主同盟云南省支部为闻一多同志复遭暗杀紧急声明》，日期为1946年7月16日；该页正文可见。,digital_image,PDF扫描书内第191页（PDF第221页）正文首页；目录页同时定位该条目。,正式汇编重刊不替代云南省支部原件、同期报刊或原始发表载体；原件出处待核。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:18:19,L2,core,
221,domestic:MMHIST:li-gongpu-statement-1946-07-17,中国民主同盟为李公朴被害发表声明,中国民主同盟,1946-07-17,正式汇编收录的声明,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第194页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1946李闻血案""]","[""李公朴"", ""中国民主同盟""]","[""昆明""]",目录页将民盟为李公朴被害发表的声明定位于书内第194页，并标注1946年7月17日。,printed_finding_aid,PDF扫描目录页（扫描书内第7页）和书内第194页,正式汇编重刊不替代民盟中央原件或同期发表载体；署名、传播路径和原件出处待核。,2026-07-18,codex,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:18:19,L2,core,
222,domestic:MMHIST:league-banned-1947-10-27,国民党政府宣布民盟为非法团体,国民党政府（汇编收录）,1947-10-27,正式汇编收录的政府公告,MMHIST,中国民主同盟中央文史资料委员会／公开数字化扫描,《中国民主同盟历史文献 1941—1949》（1983）,,,,,《中国民主同盟历史文献 1941—1949》（中国民主同盟中央文史资料委员会编，文史资料出版社，1983年4月），第360页；扫描书内页码,verified,https://www.marxists.org/chinese/pdf/history_of_international/china/mzhtm1.pdf,item_surrogate,open,公开扫描 PDF；目录页和书内页码可核对,hybrid,surrogate_online,public,citation_only,公开扫描副本及原汇编复制权利待核,unknown,L2,core,"[""1947民盟被宣布非法""]","[""张澜"", ""中国民主同盟""]","[""南京"", ""上海""]",正文页已核读：公开扫描 PDF 第390页（扫描书内第360页）为《国民党政府宣布民盟为非法团体》，题下注明1947年10月27日；该页为独立正文页，页首有“附录”标识和标题，正文说明内政部发言人宣布及政府取缔口径。,digital_image,PDF第390页；扫描书内第360页；该页独立正文标题、日期和正文。,该记录证据来自1983年正式汇编公开扫描，不替代1947年内政部原始公函、国民政府公报或档案原件；汇编底本、正式发布载体和文本异文仍待互校。,2026-07-19,grok,accepted,2026-08-02 降级 lead_only：surrogate_online 无可采集全文，仅线索登记；未真正进入 documents/pages，不再计入已收集。,2026-07-22,codex,lead_only,2026-07-18 08:18:19,L2,core,
