id,doc_key,title,date_guess,url,hit_type,ingested_candidate_id,volume_title,volume_id,doc_id,doc_number,class_grade,class_score,class_needs_review,class_reason,source_type,source_registry_id,source_title,source_origin_url,source_local_path,sub_count,prov_count
1139,domestic-ocr/COLLECTION:P3-10427:ocr-draft-20260727,NLC404-01J000514-10427_光明報_1946年6期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10427:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10427:ocr-draft-20260727,NLC404-01J000514-10427_光明報_1946年6期,,data/domestic/press_scans/NLC404-01J000514-10427_光明報_1946年6期.pdf,1,0
1140,domestic-ocr/COLLECTION:P3-10428:ocr-draft-20260727,NLC404-01J000514-10428_光明報_1946年7期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10428:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10428:ocr-draft-20260727,NLC404-01J000514-10428_光明報_1946年7期,,data/domestic/press_scans/NLC404-01J000514-10428_光明報_1946年7期.pdf,1,0
1141,domestic-ocr/COLLECTION:P3-10429:ocr-draft-20260727,NLC404-01J000514-10429_光明報_1946年8期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10429:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10429:ocr-draft-20260727,NLC404-01J000514-10429_光明報_1946年8期,,data/domestic/press_scans/NLC404-01J000514-10429_光明報_1946年8期.pdf,1,0
1142,domestic-ocr/COLLECTION:P3-10430:ocr-draft-20260727,NLC404-01J000514-10430_光明報_1946年9期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10430:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10430:ocr-draft-20260727,NLC404-01J000514-10430_光明報_1946年9期,,data/domestic/press_scans/NLC404-01J000514-10430_光明報_1946年9期.pdf,1,0
1143,domestic-ocr/COLLECTION:P3-10453:ocr-draft-20260727,NLC404-01J000514-10453_光明報_1947年13期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10453:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10453:ocr-draft-20260727,NLC404-01J000514-10453_光明報_1947年13期,,data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf,1,0
1144,domestic-ocr/COLLECTION:P3-10454:ocr-draft-20260727,NLC404-01J000514-10454_光明報_1947年14期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10454:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10454:ocr-draft-20260727,NLC404-01J000514-10454_光明報_1947年14期,,data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf,1,0
1145,domestic-ocr/COLLECTION:P3-10455:ocr-draft-20260727,NLC404-01J000514-10455_光明報_1947年15期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10455:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10455:ocr-draft-20260727,NLC404-01J000514-10455_光明報_1947年15期,,data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf,1,0
1146,domestic-ocr/COLLECTION:P3-10456:ocr-draft-20260727,NLC404-01J000514-10456_光明報_1947年16–17期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10456:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10456:ocr-draft-20260727,NLC404-01J000514-10456_光明報_1947年16–17期,,data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf,1,0
1147,domestic-ocr/COLLECTION:P3-10457:ocr-draft-20260727,NLC404-01J000514-10457_光明報_1947年18期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10457:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10457:ocr-draft-20260727,NLC404-01J000514-10457_光明報_1947年18期,,data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf,1,0
1148,domestic-ocr/COLLECTION:P3-10458:ocr-draft-20260727,NLC404-01J000514-10458_光明報_1947年19期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10458:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10458:ocr-draft-20260727,NLC404-01J000514-10458_光明報_1947年19期,,data/domestic/press_scans/NLC404-01J000514-10458_光明報_1947年19期.pdf,1,0
1149,domestic-ocr/COLLECTION:P3-10459:ocr-draft-20260727,NLC404-01J000514-10459_光明報_1947年20期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10459:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10459:ocr-draft-20260727,NLC404-01J000514-10459_光明報_1947年20期,,data/domestic/press_scans/NLC404-01J000514-10459_光明報_1947年20期.pdf,1,0
1150,domestic-ocr/COLLECTION:P3-8658:ocr-draft-20260727,NLC1080-00N000846-8658_新华日报_1941-10-16,1941,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-8658:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-8658:ocr-draft-20260727,NLC1080-00N000846-8658_新华日报_1941-10-16,,data/domestic/press_scans/NLC1080-00N000846-8658_新华日报_1941-10-16.pdf,1,0
1151,domestic-ocr/COLLECTION:P3-N1080-7604:ocr-draft-20260727,NLC1080-00N001037-7604_大剛報_1947年11月04日,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-N1080-7604:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-N1080-7604:ocr-draft-20260727,NLC1080-00N001037-7604_大剛報_1947年11月04日,,data/domestic/press_scans/NLC1080-00N001037-7604_大剛報_1947年11月04日.pdf,1,0
1152,domestic-ocr/COLLECTION:P3-N1080-7606:ocr-draft-20260727,NLC1080-00N001037-7606_大剛報_1947年11月06日,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-N1080-7606:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-N1080-7606:ocr-draft-20260727,NLC1080-00N001037-7606_大剛報_1947年11月06日,,data/domestic/press_scans/NLC1080-00N001037-7606_大剛報_1947年11月06日.pdf,1,0
1153,domestic-ocr/COLLECTION:P3-85442:ocr-draft-20260727,NLC404-00J001436-85442_民憲_第一卷第一期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85442:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85442:ocr-draft-20260727,NLC404-00J001436-85442_民憲_第一卷第一期,,data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf,1,0
1154,domestic-ocr/COLLECTION:P3-85444:ocr-draft-20260727,NLC404-00J001436-85444_民憲_第一卷第三期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85444:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85444:ocr-draft-20260727,NLC404-00J001436-85444_民憲_第一卷第三期,,data/domestic/press_scans/NLC404-00J001436-85444_民憲_第一卷第三期.pdf,1,0
1155,domestic-ocr/COLLECTION:P3-85446:ocr-draft-20260727,NLC404-00J001436-85446_民憲_第一卷第五期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85446:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85446:ocr-draft-20260727,NLC404-00J001436-85446_民憲_第一卷第五期,,data/domestic/press_scans/NLC404-00J001436-85446_民憲_第一卷第五期.pdf,1,0
1156,domestic-ocr/COLLECTION:P3-85447:ocr-draft-20260727,NLC404-00J001436-85447_民憲_第一卷第六期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85447:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85447:ocr-draft-20260727,NLC404-00J001436-85447_民憲_第一卷第六期,,data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf,1,0
1157,domestic-ocr/COLLECTION:P3-85448:ocr-draft-20260727,NLC404-00J001436-85448_民憲_第一卷第七期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85448:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85448:ocr-draft-20260727,NLC404-00J001436-85448_民憲_第一卷第七期,,data/domestic/press_scans/NLC404-00J001436-85448_民憲_第一卷第七期.pdf,1,0
1158,domestic-ocr/COLLECTION:P3-10483:ocr-draft-20260727,NLC404-01J000514-10483_光明報_1947年22期,1947,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10483:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10483:ocr-draft-20260727,NLC404-01J000514-10483_光明報_1947年22期,,data/domestic/press_scans/NLC404-01J000514-10483_光明報_1947年22期.pdf,1,0
1159,domestic-ocr/COLLECTION:P3-10484:ocr-draft-20260727,NLC404-01J000514-10484_光明報_1948年1卷1期,1948,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10484:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10484:ocr-draft-20260727,NLC404-01J000514-10484_光明報_1948年1卷1期,,data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf,1,0
1160,domestic-ocr/COLLECTION:P3-10514:ocr-draft-20260727,NLC404-01J000514-10514_光明報_1948年1卷12期,1948,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10514:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10514:ocr-draft-20260727,NLC404-01J000514-10514_光明報_1948年1卷12期,,data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf,1,0
1161,domestic-ocr/COLLECTION:P3-10515:ocr-draft-20260727,NLC404-01J000514-10515_光明報_1949年2卷1期,1949,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10515:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10515:ocr-draft-20260727,NLC404-01J000514-10515_光明報_1949年2卷1期,,data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf,1,0
1162,domestic-ocr/COLLECTION:P3-10835:ocr-draft-20260727,NLC404-01J000514-10835_光明報_1946年2期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-10835:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10835:ocr-draft-20260727,NLC404-01J000514-10835_光明報_1946年2期,,data/domestic/press_scans/NLC404-01J000514-10835_光明報_1946年2期.pdf,1,0
1163,domestic-ocr/COLLECTION:P3-23806:ocr-draft-20260727,NLC404-01J000514-23806_光明報_1946年11期,1946,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-23806:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-23806:ocr-draft-20260727,NLC404-01J000514-23806_光明報_1946年11期,,data/domestic/press_scans/NLC404-01J000514-23806_光明報_1946年11期.pdf,1,0
1164,domestic-ocr/COLLECTION:P3-72821:ocr-draft-20260727,NLC404-01J000514-72821_光明報_1949年2卷12期,1949,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-72821:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-72821:ocr-draft-20260727,NLC404-01J000514-72821_光明報_1949年2卷12期,,data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf,1,0
1165,domestic-ocr/COLLECTION:P3-85443:ocr-draft-20260727,NLC404-00J001436-85443_民憲_第一卷第二期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85443:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85443:ocr-draft-20260727,NLC404-00J001436-85443_民憲_第一卷第二期,,data/domestic/press_scans/NLC404-00J001436-85443_民憲_第一卷第二期.pdf,1,0
1166,domestic-ocr/COLLECTION:P3-85450:ocr-draft-20260727,NLC404-00J001436-85450_民憲_第一卷第九期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85450:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85450:ocr-draft-20260727,NLC404-00J001436-85450_民憲_第一卷第九期,,data/domestic/press_scans/NLC404-00J001436-85450_民憲_第一卷第九期.pdf,1,0
1167,domestic-ocr/COLLECTION:P3-85451:ocr-draft-20260727,NLC404-00J001436-85451_民憲_第一卷第十期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85451:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85451:ocr-draft-20260727,NLC404-00J001436-85451_民憲_第一卷第十期,,data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf,1,0
1168,domestic-ocr/COLLECTION:P3-85452:ocr-draft-20260727,NLC404-00J001436-85452_民憲_第一卷第十一期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85452:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85452:ocr-draft-20260727,NLC404-00J001436-85452_民憲_第一卷第十一期,,data/domestic/press_scans/NLC404-00J001436-85452_民憲_第一卷第十一期.pdf,1,0
1169,domestic-ocr/COLLECTION:P3-85454:ocr-draft-20260727,NLC404-00J001436-85454_民憲_第二卷第一期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85454:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85454:ocr-draft-20260727,NLC404-00J001436-85454_民憲_第二卷第一期,,data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf,1,0
1170,domestic-ocr/COLLECTION:P3-85455:ocr-draft-20260727,NLC404-00J001436-85455_民憲_第二卷第二期,,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-85455:ocr-draft-20260727,,,,,,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85455:ocr-draft-20260727,NLC404-00J001436-85455_民憲_第二卷第二期,,data/domestic/press_scans/NLC404-00J001436-85455_民憲_第二卷第二期.pdf,1,0
1171,domestic-ocr/COLLECTION:P3-113:ocr-draft-20260727,《大公報》第113卷（1931年11月；民盟成立前）,1931-11,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-113:ocr-draft-20260727,,前台不展示,0,0,[隔离:1931范围外] 大公报 1931 年 11/12 月卷（1947 误标），民盟史 1941—1949 范围外；移出前台检索,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-113:ocr-draft-20260727,NLC511-012031312030001-21905_大公報_第113卷,,data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf,3,0
1172,domestic-ocr/COLLECTION:P3-114:ocr-draft-20260727,《大公報》第114卷（1931年12月；民盟成立前）,1931-12,,domestic_ocr_pilot,,国内盟史一手资料 OCR 检索草稿,MMHIST,COLLECTION:P3-114:ocr-draft-20260727,,前台不展示,0,0,[隔离:1931范围外] 大公报 1931 年 11/12 月卷（1947 误标），民盟史 1941—1949 范围外；移出前台检索,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-114:ocr-draft-20260727,NLC511-012031312030001-21906_大公報_第114卷,,data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf,3,0
1173,domestic-web/DL-20260727-003,中国人民政治协商会议共同纲领（维基文库公开转录）,1949-09-29,https://zh.wikisource.org/wiki/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E6%94%BF%E5%8D%8F%E5%95%86%E4%BC%9A%E8%AE%AE%E5%85%B1%E5%90%8C%E7%BA%B2%E9%A2%86,domestic_public_web,,国内公开网页资料,MMHIST-WEB,DL-20260727-003,,,,,,domestic_public_web,domestic-web:DL-20260727-003,中国人民政治协商会议共同纲领（维基文库公开转录）,https://zh.wikisource.org/wiki/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E6%94%BF%E5%8D%8F%E5%95%86%E4%BC%9A%E8%AE%AE%E5%85%B1%E5%90%8C%E7%BA%B2%E9%A2%86,data/domestic/raw/public_sources/DL-20260727-003_wikisource_commonprogram.html,1,0
1174,domestic-web/DL-20260727-004,中国民主同盟简介（民盟中央官方史叙）,,https://www.mmzy.org.cn/mmgk/jianjie/default.aspx,domestic_public_web,,国内公开网页资料,MMHIST-WEB,DL-20260727-004,,,,,,domestic_public_web,domestic-web:DL-20260727-004,中国民主同盟简介（民盟中央官方史叙）,https://www.mmzy.org.cn/mmgk/jianjie/default.aspx,data/domestic/raw/public_sources/DL-20260727-004_mmzy_jianjie.html,1,0
1175,domestic-web/DL-20260727-005,1948年1月5日，民盟恢复组织活动（人民政协网钩沉）,1948-01-05,https://www.icppcc.cn/newsDetail_1130307,domestic_public_web,,国内公开网页资料,MMHIST-WEB,DL-20260727-005,,,,,,domestic_public_web,domestic-web:DL-20260727-005,1948年1月5日，民盟恢复组织活动（人民政协网钩沉）,https://www.icppcc.cn/newsDetail_1130307,data/domestic/raw/public_sources/DL-20260727-005_icppcc_1948_01_05.html,1,0
1176,domestic-web/DL-20260727-006,中国共产党大事记·1946年,1946,http://cpc.people.com.cn/GB/64162/64164/4416003.html,domestic_public_web,,国内公开网页资料,MMHIST-WEB,DL-20260727-006,,,,,,domestic_public_web,domestic-web:DL-20260727-006,中国共产党大事记·1946年,http://cpc.people.com.cn/GB/64162/64164/4416003.html,data/domestic/raw/public_sources/DL-20260727-006_cpc_people_1946.html,1,0
1177,domestic-web/DL-20260727-007,沈钧儒保存的政协筹建会议提纲和记录（中央统战部）,1948,https://www.zytzb.gov.cn/zytzb/2024-11/08/article_2024110814262019636.shtml,domestic_public_web,,国内公开网页资料,MMHIST-WEB,DL-20260727-007,,,,,,domestic_public_web,domestic-web:DL-20260727-007,沈钧儒保存的政协筹建会议提纲和记录（中央统战部）,https://www.zytzb.gov.cn/zytzb/2024-11/08/article_2024110814262019636.shtml,data/domestic/raw/public_sources/DL-20260727-007_zytzb_2024_11_08.html,1,0
1178,domestic-ocr/NLC:observer-1947-v3n01-front-ocr,《观察》第三卷第1期封面/目录 OCR 草稿,1947-08-30,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N01-1947,第1期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n01-front-ocr,《观察》第三卷第1期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第01期_1947-08-30_pdf0003-0026.pdf,2,0
1179,domestic-ocr/NLC:observer-1947-v3n02-front-ocr,《观察》第三卷第2期封面/目录 OCR 草稿,1947-09-06,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N02-1947,第2期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n02-front-ocr,《观察》第三卷第2期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第02期_1947-09-06_pdf0027-0050.pdf,2,0
1180,domestic-ocr/NLC:observer-1947-v3n03-front-ocr,《观察》第三卷第3期封面/目录 OCR 草稿,1947-09-13,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N03-1947,第3期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n03-front-ocr,《观察》第三卷第3期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第03期_1947-09-13_pdf0051-0074.pdf,2,0
1181,domestic-ocr/NLC:observer-1947-v3n04-front-ocr,《观察》第三卷第4期封面/目录 OCR 草稿,1947-09-20,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N04-1947,第4期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n04-front-ocr,《观察》第三卷第4期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第04期_1947-09-20_pdf0075-0098.pdf,2,0
1182,domestic-ocr/NLC:observer-1947-v3n05-front-ocr,《观察》第三卷第5期封面/目录 OCR 草稿,1947-09-27,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N05-1947,第5期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n05-front-ocr,《观察》第三卷第5期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第05期_1947-09-27_pdf0099-0122.pdf,2,0
1183,domestic-ocr/NLC:observer-1947-v3n06-front-ocr,《观察》第三卷第6期封面/目录 OCR 草稿,1947-10-04,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N06-1947,第6期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n06-front-ocr,《观察》第三卷第6期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第06期_1947-10-04_pdf0123-0146.pdf,2,0
1184,domestic-ocr/NLC:observer-1947-v3n07-front-ocr,《观察》第三卷第7期封面/目录 OCR 草稿,1947-10-11,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N07-1947,第7期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n07-front-ocr,《观察》第三卷第7期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第07期_1947-10-11_pdf0147-0174.pdf,2,0
1185,domestic-ocr/NLC:observer-1947-v3n08-front-ocr,《观察》第三卷第8期封面/目录 OCR 草稿,1947-10-18,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N08-1947,第8期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n08-front-ocr,《观察》第三卷第8期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第08期_1947-10-18_pdf0175-0198.pdf,2,0
1186,domestic-ocr/NLC:observer-1947-v3n09-front-ocr,《观察》第三卷第9期封面/目录 OCR 草稿,1947-10-25,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N09-1947,第9期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n09-front-ocr,《观察》第三卷第9期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第09期_1947-10-25_pdf0199-0218.pdf,2,0
1187,domestic-ocr/NLC:observer-1947-v3n10-front-ocr,《观察》第三卷第10期封面/目录 OCR 草稿,1947-11-01,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7第1-12期.pdf,domestic_ocr_review_only,,《观察》第三卷,NLC-OBS-V3,OBSERVER-V3N10-1947,第10期,,,,,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n10-front-ocr,《观察》第三卷第10期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,work/domestic/observer_issue_ocr_20260728/观察_第三卷_第10期_1947-11-01_pdf0219-0238.pdf,2,0
