id,source_type,source_id,title,origin_url,local_path
70,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1941-index-list-ocr,1941年《光明報》香港工运剪报索引清单（OCR导航）,https://commons.ln.edu.hk/profmkchan_indexlist/14/,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941.pdf
71,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue9-front-ocr,《光明報》新九號首版（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10430_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B49%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10430_光明報_1946年9期.pdf
72,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1946-issue10-front-ocr,《光明報》新十號首版（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10431_%E5%85%89%E6%98%8E%E5%A0%B1_1946%E5%B9%B410%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10431_光明報_1946年10期.pdf
73,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-issue20-front-ocr,《光明報》新二十號首版（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10459_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B420%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10459_光明報_1947年20期.pdf
74,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-issue21-front-ocr,《光明報》新二十一號首版（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10460_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B421%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10460_光明報_1947年21期.pdf
75,domestic_ocr_pilot,domestic-ocr:NLC:guangmingbao-1947-issue22-front-ocr,《光明報》新二十二號首版（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC404-01J000514-10483_%E5%85%89%E6%98%8E%E5%A0%B1_1947%E5%B9%B422%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10483_光明報_1947年22期.pdf
76,domestic_ocr_pilot,domestic-ocr:NLC:observer-1947-v3n11-selected-ocr,《觀察》第三卷第十一期高价值页（OCR试点）,https://commons.wikimedia.org/wiki/File%3ANLC404-01J000332-6817_%E8%A7%80%E5%AF%9F_1947%E5%B9%B43%E5%8D%B711%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000332-6817_观察_1947年3卷11期.pdf
77,domestic_ocr_pilot,domestic-ocr:NLC:dagongbao-shanghai-1947-11-06-page2-ocr,《大公報》上海版1947年11月6日第2版民盟消息（OCR试点）,http://tk.dhcdb.com.tw/tknewsc/tknewskm?@@1,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC_大公報_上海版_1947-11-06_第2版_完整影像_试用数据库.pdf
78,domestic_ocr_pilot,domestic-ocr:NLC:dagongbao-tianjin-1947-11-06-page2-ocr,《大公報》天津版1947年11月6日第2版民盟解散消息（OCR试点）,http://tk.dhcdb.com.tw/tknewsc/tknewskm?@@1,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC_大公報_天津版_1947-11-06_第2版_完整影像_试用数据库.pdf
79,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-wenxian-1946-alternate-front-ocr,《民主同盟文獻》1946年官方汇编交替扫描前页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC511-027032013012333-19131_%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E6%96%87%E7%8D%BB.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf
80,domestic_ocr_pilot,domestic-ocr:NLC:minmeng-yanlunji-1945-front-ocr,《中國民主同盟言論集》1945年选编前页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC511-027032016010761-42571_%E4%B8%AD%E5%9C%8B%E6%B0%91%E4%B8%BB%E5%90%8C%E7%9B%9F%E8%A8%80%E8%AB%96%E9%9B%86.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC511-027032016010761-42571_中国民主同盟言论集.pdf
81,domestic_ocr_pilot,domestic-ocr:NLC:observer-1947-v3n11-bound-selected-ocr,《觀察》第三卷第十一期合订本高价值页（OCR试点）,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%80%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/SSID-13679264_观察_第3卷第1-12期.pdf
82,domestic_ocr_pilot,domestic-ocr:NLC:dagongbao-vol113-1947-11-06-selected-ocr,《大公報》第113卷1947年11月6日第1—2版关键页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC511-012031312030001-21905_%E5%A4%A7%E5%85%AC%E5%A0%B1_%E7%AC%AC113%E5%8D%B7.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf
83,domestic_ocr_pilot,domestic-ocr:NLC:dagongbao-vol114-1947-11-06-selected-ocr,《大公報》第114卷1947年11月6日第2版关键页（OCR试点）,https://commons.wikimedia.org/wiki/File:NLC511-012031312030001-21906_%E5%A4%A7%E5%85%AC%E5%A0%B1_%E7%AC%AC114%E5%8D%B7.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf
84,domestic_ocr_pilot,domestic-ocr:NLC:political-consultative-records-1988-front-ocr,《政治协商会议纪实》编者说明与序言（来源文件命名异常）,local://sourcebook-name-mismatch,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf
85,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-018:ocr-draft-20260727,ROC1947-11-06國民政府公報2973,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/gazette_scans/ROC1947-11-06國民政府公報2973.pdf
86,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-016:ocr-draft-20260727,ROC1947-10-27國民政府公報2964,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/gazette_scans/ROC1947-10-27國民政府公報2964.pdf
87,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-017:ocr-draft-20260727,ROC1947-10-30國民政府公報2967,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/gazette_scans/ROC1947-10-30國民政府公報2967.pdf
88,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-019:ocr-draft-20260727,ROC1947-11-07國民政府公報2974,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/gazette_scans/ROC1947-11-07國民政府公報2974.pdf
89,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-013:ocr-draft-20260727,NLC511-027032016010761-42571_中国民主同盟言论集,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC511-027032016010761-42571_中国民主同盟言论集.pdf
90,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-012:ocr-draft-20260727,NLC511-027032013012333-19131_民主同盟文獻_alternate_scan,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC511-027032013012333-19131_民主同盟文獻_alternate_scan.pdf
91,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-011:ocr-draft-20260727,NLC416-01jh004281-12557_民主同盟文獻_1946,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/NLC416-01jh004281-12557_民主同盟文獻_1946.pdf
92,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-021:ocr-draft-20260727,LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/LNU_PROFMKCHAN_INDEXLIST_14_光明報_1941.pdf
93,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-006:ocr-draft-20260727,NLC1080-00N000846-8631_新华日报_1941-10-10,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8631_新华日报_1941-10-10.pdf
94,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-002:ocr-draft-20260727,NLC404-01J000514-10460_光明報_1947年21期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10460_光明報_1947年21期.pdf
95,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-004:ocr-draft-20260727,NLC404-01J000514-10431_光明報_1946年10期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10431_光明報_1946年10期.pdf
96,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-009:ocr-draft-20260727,NLC404-01J000332-6817_观察_1947年3卷11期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000332-6817_观察_1947年3卷11期.pdf
97,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-008:ocr-draft-20260727,NLC404-01J000514-10834_光明報_1946年1期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10834_光明報_1946年1期.pdf
98,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-001:ocr-draft-20260727,NLC1080-00N000846-8712_新华日报_1941-10-28,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8712_新华日报_1941-10-28.pdf
99,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-010:ocr-draft-20260727,NLC404-01J000514-72818_光明報_1947年12期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-72818_光明報_1947年12期.pdf
100,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-005:ocr-draft-20260727,NLC404-00J001436-85453_民憲_第一卷第十二期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85453_民憲_第一卷第十二期.pdf
101,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-007:ocr-draft-20260727,NLC404-00J001436-85445_民憲_第一卷第四期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85445_民憲_第一卷第四期.pdf
102,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-003:ocr-draft-20260727,NLC404-00J001436-85449_民憲_第一卷第八期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85449_民憲_第一卷第八期.pdf
103,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-020:ocr-draft-20260727,GXMM_大公報_天津版_1947-11-06_第2版_民盟宣布解散_嵌图截取,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/GXMM_大公報_天津版_1947-11-06_第2版_民盟宣布解散_嵌图截取.png
104,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-014:ocr-draft-20260727,中国民主同盟临时全国代表大会宣言_公开转录,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟临时全国代表大会宣言_公开转录.pdf
105,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-015:ocr-draft-20260727,中国民主同盟历史文献_1941-1949_公开扫描,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/sourcebooks/中国民主同盟历史文献_1941-1949_公开扫描.pdf
106,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10424:ocr-draft-20260727,NLC404-01J000514-10424_光明報_1946年3期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10424_光明報_1946年3期.pdf
107,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10425:ocr-draft-20260727,NLC404-01J000514-10425_光明報_1946年4期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10425_光明報_1946年4期.pdf
108,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10426:ocr-draft-20260727,NLC404-01J000514-10426_光明報_1946年5期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10426_光明報_1946年5期.pdf
109,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10427:ocr-draft-20260727,NLC404-01J000514-10427_光明報_1946年6期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10427_光明報_1946年6期.pdf
110,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10428:ocr-draft-20260727,NLC404-01J000514-10428_光明報_1946年7期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10428_光明報_1946年7期.pdf
111,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10429:ocr-draft-20260727,NLC404-01J000514-10429_光明報_1946年8期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10429_光明報_1946年8期.pdf
112,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10430:ocr-draft-20260727,NLC404-01J000514-10430_光明報_1946年9期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10430_光明報_1946年9期.pdf
113,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10453:ocr-draft-20260727,NLC404-01J000514-10453_光明報_1947年13期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10453_光明報_1947年13期.pdf
114,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10454:ocr-draft-20260727,NLC404-01J000514-10454_光明報_1947年14期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10454_光明報_1947年14期.pdf
115,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10455:ocr-draft-20260727,NLC404-01J000514-10455_光明報_1947年15期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10455_光明報_1947年15期.pdf
116,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10456:ocr-draft-20260727,NLC404-01J000514-10456_光明報_1947年16–17期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10456_光明報_1947年16–17期.pdf
117,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10457:ocr-draft-20260727,NLC404-01J000514-10457_光明報_1947年18期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10457_光明報_1947年18期.pdf
118,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10458:ocr-draft-20260727,NLC404-01J000514-10458_光明報_1947年19期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10458_光明報_1947年19期.pdf
119,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10459:ocr-draft-20260727,NLC404-01J000514-10459_光明報_1947年20期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10459_光明報_1947年20期.pdf
120,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-8658:ocr-draft-20260727,NLC1080-00N000846-8658_新华日报_1941-10-16,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N000846-8658_新华日报_1941-10-16.pdf
121,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-N1080-7604:ocr-draft-20260727,NLC1080-00N001037-7604_大剛報_1947年11月04日,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N001037-7604_大剛報_1947年11月04日.pdf
122,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-N1080-7606:ocr-draft-20260727,NLC1080-00N001037-7606_大剛報_1947年11月06日,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC1080-00N001037-7606_大剛報_1947年11月06日.pdf
123,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85442:ocr-draft-20260727,NLC404-00J001436-85442_民憲_第一卷第一期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85442_民憲_第一卷第一期.pdf
124,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85444:ocr-draft-20260727,NLC404-00J001436-85444_民憲_第一卷第三期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85444_民憲_第一卷第三期.pdf
125,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85446:ocr-draft-20260727,NLC404-00J001436-85446_民憲_第一卷第五期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85446_民憲_第一卷第五期.pdf
126,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85447:ocr-draft-20260727,NLC404-00J001436-85447_民憲_第一卷第六期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85447_民憲_第一卷第六期.pdf
127,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85448:ocr-draft-20260727,NLC404-00J001436-85448_民憲_第一卷第七期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85448_民憲_第一卷第七期.pdf
128,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10483:ocr-draft-20260727,NLC404-01J000514-10483_光明報_1947年22期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10483_光明報_1947年22期.pdf
129,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10484:ocr-draft-20260727,NLC404-01J000514-10484_光明報_1948年1卷1期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10484_光明報_1948年1卷1期.pdf
130,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10514:ocr-draft-20260727,NLC404-01J000514-10514_光明報_1948年1卷12期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10514_光明報_1948年1卷12期.pdf
131,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10515:ocr-draft-20260727,NLC404-01J000514-10515_光明報_1949年2卷1期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10515_光明報_1949年2卷1期.pdf
132,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-10835:ocr-draft-20260727,NLC404-01J000514-10835_光明報_1946年2期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-10835_光明報_1946年2期.pdf
133,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-23806:ocr-draft-20260727,NLC404-01J000514-23806_光明報_1946年11期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-23806_光明報_1946年11期.pdf
134,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-72821:ocr-draft-20260727,NLC404-01J000514-72821_光明報_1949年2卷12期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-01J000514-72821_光明報_1949年2卷12期.pdf
135,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85443:ocr-draft-20260727,NLC404-00J001436-85443_民憲_第一卷第二期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85443_民憲_第一卷第二期.pdf
136,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85450:ocr-draft-20260727,NLC404-00J001436-85450_民憲_第一卷第九期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85450_民憲_第一卷第九期.pdf
137,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85451:ocr-draft-20260727,NLC404-00J001436-85451_民憲_第一卷第十期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85451_民憲_第一卷第十期.pdf
138,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85452:ocr-draft-20260727,NLC404-00J001436-85452_民憲_第一卷第十一期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85452_民憲_第一卷第十一期.pdf
139,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85454:ocr-draft-20260727,NLC404-00J001436-85454_民憲_第二卷第一期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85454_民憲_第二卷第一期.pdf
140,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-85455:ocr-draft-20260727,NLC404-00J001436-85455_民憲_第二卷第二期,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC404-00J001436-85455_民憲_第二卷第二期.pdf
141,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-113:ocr-draft-20260727,NLC511-012031312030001-21905_大公報_第113卷,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC511-012031312030001-21905_大公報_第113卷.pdf
142,domestic_ocr_pilot,domestic-ocr:COLLECTION:P3-114:ocr-draft-20260727,NLC511-012031312030001-21906_大公報_第114卷,,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/press_scans/NLC511-012031312030001-21906_大公報_第114卷.pdf
143,domestic_public_web,domestic-web:DL-20260727-003,中国人民政治协商会议共同纲领（维基文库公开转录）,https://zh.wikisource.org/wiki/%E4%B8%AD%E5%9B%BD%E4%BA%BA%E6%B0%91%E6%94%BF%E5%8D%8F%E5%95%86%E4%BC%9A%E8%AE%AE%E5%85%B1%E5%90%8C%E7%BA%B2%E9%A2%86,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/raw/public_sources/DL-20260727-003_wikisource_commonprogram.html
144,domestic_public_web,domestic-web:DL-20260727-004,中国民主同盟简介（民盟中央官方史叙）,https://www.mmzy.org.cn/mmgk/jianjie/default.aspx,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/raw/public_sources/DL-20260727-004_mmzy_jianjie.html
145,domestic_public_web,domestic-web:DL-20260727-005,1948年1月5日，民盟恢复组织活动（人民政协网钩沉）,https://www.icppcc.cn/newsDetail_1130307,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/raw/public_sources/DL-20260727-005_icppcc_1948_01_05.html
146,domestic_public_web,domestic-web:DL-20260727-006,中国共产党大事记·1946年,http://cpc.people.com.cn/GB/64162/64164/4416003.html,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/raw/public_sources/DL-20260727-006_cpc_people_1946.html
147,domestic_public_web,domestic-web:DL-20260727-007,沈钧儒保存的政协筹建会议提纲和记录（中央统战部）,https://www.zytzb.gov.cn/zytzb/2024-11/08/article_2024110814262019636.shtml,/Users/cheer/Documents/mm agent/mingmeng-history-research/data/domestic/raw/public_sources/DL-20260727-007_zytzb_2024_11_08.html
148,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n01-front-ocr,《观察》第三卷第1期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第01期_1947-08-30_pdf0003-0026.pdf
149,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n02-front-ocr,《观察》第三卷第2期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第02期_1947-09-06_pdf0027-0050.pdf
150,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n03-front-ocr,《观察》第三卷第3期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第03期_1947-09-13_pdf0051-0074.pdf
151,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n04-front-ocr,《观察》第三卷第4期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第04期_1947-09-20_pdf0075-0098.pdf
152,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n05-front-ocr,《观察》第三卷第5期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第05期_1947-09-27_pdf0099-0122.pdf
153,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n06-front-ocr,《观察》第三卷第6期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第06期_1947-10-04_pdf0123-0146.pdf
154,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n07-front-ocr,《观察》第三卷第7期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第07期_1947-10-11_pdf0147-0174.pdf
155,domestic_ocr_review,domestic-ocr:NLC:observer-1947-v3n08-front-ocr,《观察》第三卷第8期封面/目录 OCR 草稿,https://commons.wikimedia.org/wiki/File:SSID-13679264_%E8%A7%82%E5%AF%9F_%E7%AC%AC3%E5%8D%B7%E7%AC%AC1-12%E6%9C%9F.pdf,/Users/cheer/Documents/mm agent/mingmeng-history-research/work/domestic/observer_issue_ocr_20260728/观察_第三卷_第08期_1947-10-18_pdf0175-0198.pdf
