identifier,title,date,matched_keywords,is_meng,decision,meng_mentions,people,summary_zh,review_method,evidence_snippet,ia_detail_url
cia-readingroom-document-cia-rdp82-00039r000200040002-4,CIA Reading Room cia-rdp82-00039r000200040002-4: REBIRTH OF THE SHANGHAI ELECTRIC MACHINE INDUSTRY,1952-05-26,"""Political Consultative"" 1946",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"did not dictate things and was not arrogant. Why do privately-cmed plants not learn from Mr. Sun? +t is true, as indicated by Mayor Chen in the Third Session of Shanghai ee Political Consultative Conference, that many the difficulties confront private industry in Shanghai are due to their inefficient organization and srrational business management. private industrial pl",https://archive.org/details/cia-readingroom-document-cia-rdp82-00039r000200040002-4
cia-readingroom-document-cia-rdp79r01012a001600010002-3,CIA Reading Room cia-rdp79r01012a001600010002-3: THE PROBABLE FUTURE ORIENTATION OF JAPAN,1952-05-29,"""third force"" China; Coalition Government China 1946",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"rn orientation. 36. In the unlikely event that a coalition gov- ernment with strong Socialist representation came to power, such a government would probably tend toward a “third force” position in Asia. In addition, it would probably seek to reduce Japan’s commitments under the Security Pact with the US. LONG-RANGE TRENDS IN JAPAN’‘S- ORIENTATION Majo",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a001600010002-3
cia-readingroom-document-cia-rdp79t01146a001000140001-2,CIA Reading Room cia-rdp79t01146a001000140001-2: CURRENT INTELLIGENCE DIGEST,1952-06-02,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79t01146a001000140001-2
cia-readingroom-document-cia-rdp82-00039r000200060003-1,CIA Reading Room cia-rdp82-00039r000200060003-1: HIGH TIDE OF PATRIOTISM SURGES THROUGHOUT THE LAND,1952-06-20,"""Democratic Parties"" Peiping",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"aggression in Taiwan and in the air over the Northeast and Shantung has aroused the peopla of China from the Yalu to Sinkiang and from Mongolia to Hainan, On 4 November, various democratic parties of our country issued a joint manifesto which stated that China's aid to Korea is being offered for self-defense and not for altruistic reason, During recent weeks, the press",https://archive.org/details/cia-readingroom-document-cia-rdp82-00039r000200060003-1
cia-readingroom-document-cia-rdp80-00809a000700070291-0,CIA Reading Room cia-rdp80-00809a000700070291-0: NORTHEAST AGRICULTURE EXPANDS RAPIDLY UNDER CCP LEADERSHIP,1952-07-10,Coalition Government China 1946,False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,". If China is to construct a great national industrial economy and build modern cities, it will require a long range transmutation of farmers into city dwellers."" (Discussion of Coalition Government, Liberation Press Edition, page 79.) The experience of the Wang-chen-t'ang mutual-aid team in Heilingkiang is & good example of the economic advantages of the mutual-aid p",https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000700070291-0
cia-readingroom-document-cia-rdp79t01146a001100230001-1,CIA Reading Room cia-rdp79t01146a001100230001-1: CURRENT INTELLIGENCE DIGEST,1952-07-28,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"ood evidence of the strength Abdullah has deve- loped in the past three years -- a Strength not entirely to. India's liking. It illustrates. once more that Abdullah is a potent third force, in addition to India and Pakistan, to be considered in relation to the saad | issue. 25X1 NEAR EAST - AFRICA 20. ‘veneral monammed Nagib is a mere figurehead for a g",https://archive.org/details/cia-readingroom-document-cia-rdp79t01146a001100230001-1
cia-readingroom-document-02119060,"CIA Reading Room 02119060: PROGRESS REPORT ON THE NATIONAL PSYCHOLOGICAL EFFORT FOR THE PERIOD JULY 1, 1952, THROUGHT SEPTEMBER 30, 1952",1952-10-30,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"roductivity and technical assistance, But U. S, tariff and trade restrictions remained a definite psychological drawback to our general efforts abroad, 6, Neutralism, in ites ""third force"" context, continued to give ground in the face of Europe's growing military strength, the developing: sense of unity and possibly the Soviet peace offensive, At the same time,",https://archive.org/details/cia-readingroom-document-02119060
cia-readingroom-document-cia-rdp80b01676r002300110031-3,CIA Reading Room cia-rdp80b01676r002300110031-3: DEPUTIES' MEETING,1952-11-14,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"h Korean militery manpower; (4) number of ChiNats troops on Formosa and elsewhere in the worlc., e.g. Burma, Indochina, off-shore islands, etc.; (5) the number of guerrilia and Third Force troops still in existence on the Chinese mainland; (6) a “quick over-all figure of what we think the imports are to Communist China to inelide imports from other than the Soviet",https://archive.org/details/cia-readingroom-document-cia-rdp80b01676r002300110031-3
cia-readingroom-document-cia-rdp80-00809a000700090420-4,CIA Reading Room cia-rdp80-00809a000700090420-4: THE CEMA AND ECONOMIC COOPERATION BETWEEN THE USSR AND THE PEOPLE'S DEMOCRACIES,1952-11-26,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000700090420-4
cia-readingroom-document-cia-rdp79r01012a001300050019-1,CIA Reading Room cia-rdp79r01012a001300050019-1: COMMENTS ON ONE DRAFT PAPER NIE-45 ON YUGOSLAVIA:,1953-01-15,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,". There are no indications of Yugoslav efforts to encourage Titoism in China through dedlings with China. Also, the concept of Yugoslavia in- creasing its efforts to build-up a ""third force"" group of small nations conflicts with the general evaluation made in paragraph 1 to the effect that Yugoslavia will increase its Western orientation as the power of Satellite",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a001300050019-1
cia-readingroom-document-cia-rdp79r01012a002500020001-3,CIA Reading Room cia-rdp79r01012a002500020001-3: PROBABLE DEVELOPMENTS IN BURMA THROUGH 1953,1953-02-20,"""third force"" China; Coalition Government China 1946",False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a002500020001-3
cia-readingroom-document-cia-rdp79r01012a002500050001-0,CIA Reading Room cia-rdp79r01012a002500050001-0: PROBABLE DEVELOPMENTS IN INDONESIA,1953-06-11,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"h 15 seats, the Indonesian Socialist Party with 14 seats, and the Indonesian Communist Party with 16 seats. The remaining representatives are di- vided among a large number of minor parties and non-political groups. Since 1950, the Masjumi and Nationalist parties have played leading roles in Indonesia’s coalition govern-- ments. All non-Communist political partie",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a002500050001-0
cia-readingroom-document-cia-rdp80s01540r003000070003-4,CIA Reading Room cia-rdp80s01540r003000070003-4: TRANSLATIONS OF NORTH KOREAN NEWSPAPERS,1953-10-06,"""Democratic Parties"" Peiping",False,exclude,排除项: korean democratic,,OCR 命中民主同盟类词汇但指向其他政党或国际组织，不纳入中国民主同盟核心范围。,local_rules,"problem of South Korea, they decided to convert North Korea alone to the base of democracy as pro- vided by the Big Three Foreign Ministers at Moscow. On 8 Feb- Tuary 1946, the democratic parties and social organizations organized a Provisional People's Committee of North Korea and elected KIM Il-sung chairman. Then they started to carry ont ""democratic reforms.' On 5 || suggestion by threatening the supporters of the peaceful fatherland unification as traitors. ~""0n 16 June 1950, the Standing C",https://archive.org/details/cia-readingroom-document-cia-rdp80s01540r003000070003-4
cia-readingroom-document-cia-rdp80-00809a000500800253-0,CIA Reading Room cia-rdp80-00809a000500800253-0: BASIC DIFFERENCE BETWEEN DJILAS AND TITO,1954-03-03,"""Democratic Parties"" Peiping",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"iyr- opinion, would - cut-tnemoff-definitely frum the-expanding: oo movements in Asiug and. Sc 4 setsedin dcagree also in Europe. | The Td to Communists tend to view the ‘Sootal Democratic Parties as organizations..of ‘the past, and do not think that. they have mich ohance to improve thelr international situation by éloser.contacts with these Soclalist groups. The Britis",https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000500800253-0
cia-readingroom-document-cia-rdp62-00865r000200280002-0,CIA Reading Room cia-rdp62-00865r000200280002-0: INTERNATIONAL COMMUNIST TRAINING AND EXPERIENCE OF VIET MINH LEADERS,1954-03-19,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp62-00865r000200280002-0
cia-readingroom-document-cia-rdp80-00809a000700180094-7,"CIA Reading Room cia-rdp80-00809a000700180094-7: CHINESE COAL RESERVES AND PRODUCTION,1953",1954-05-03,"""Political Consultative"" 1946",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"t Three Years."" 3. Percentage for 1953 is from the Chou En-lai's ""Political Re- port™ presented at the Fourth Session of the Pirst National. Committee of the Chinese People's Political Consultative Conference. - END - STAT : se ee Sal ; vinib etacenSpcabe de aia di omtiwbar eta Zale asada Sanitoed Copy Approved for Release 2011/09/14 : CIA-RDP80-00809A0007001",https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000700180094-7
cia-readingroom-document-03006394,CIA Reading Room 03006394: CURRENT INTELLIGENCE BULLETIN - 1954/05/25,1954-05-25,"""Democratic Parties"" Peiping",False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-03006394
cia-readingroom-document-cia-rdp80r01443r000200330013-1,CIA Reading Room cia-rdp80r01443r000200330013-1: FRENCH ASSEMBLY AND GOVERNMENT PROSPECTS,1954-06-09,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80r01443r000200330013-1
cia-readingroom-document-02026949,CIA Reading Room 02026949: CURRENT INTELLIGENCE BULLETIN - 1954/07/22,1954-07-22,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,ister urges firm stand on Onassis agreement (page 4). 4. Israeli defense minister advocates tough policies (page 5). WESTERN EUROPE 5. West German Social Democrats may back third force line (page 5). Ok OK OK al -rapereprT| Approved for Release: 2019/08/13 C02026949 22 July 54 1. te —_ FAR EAST Eight more IL-28 jet bombers to be fe,https://archive.org/details/cia-readingroom-document-02026949
cia-readingroom-document-cia-rdp79r01012a004300030001-2,CIA Reading Room cia-rdp79r01012a004300030001-2: PROBABLE DEVELOPMENTS IN JAPAN THROUGH 1957,1954-08-10,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"ill constant- ly reassess the desirability and feasibility of US forces in Japan continue to achieving a more independent position, pos- sibly in conjunction with an Asian third force. Moreover, there will probably be some growth in neutralist sentiment prompted by. US and Soviet nuclear developments and by Japanese wishful thinking as to the prospects of || achieve more effective government, the majority of the Liberals and Progressives will probably merge to form a single conservative party, o",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a004300030001-2
cia-readingroom-document-cia-rdp79t00935a000300050004-3,CIA Reading Room cia-rdp79t00935a000300050004-3: SURVEY OF SOVIET FOREIGN TRADE ACTIVITIES SINCE 1952,1954-09-29,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79t00935a000300050004-3
cia-readingroom-document-03000834,CIA Reading Room 03000834: CURRENT INTELLIGENCE BULLETIN - 1954/10/09,1954-10-09,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-03000834
cia-readingroom-document-cia-rdp74-00297r000601240024-6,CIA Reading Room cia-rdp74-00297r000601240024-6: THE MYSTERIOUS DOINGS OF CIA,1954-11-06,"""third force"" China",False,skip,无,,OCR 缺/太短,ocr_missing,,https://archive.org/details/cia-readingroom-document-cia-rdp74-00297r000601240024-6
cia-readingroom-document-cia-rdp74-00297r000601240025-5,CIA Reading Room cia-rdp74-00297r000601240025-5: THE MYSTERIOUS DOINGS OF CIA,1954-11-06,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"tellite countries, and in nations threatened by Red sub- version? A.: Besides its spy network and the open CIA function of research, the agency operates a_ supérclandestine third force—the top-secret activity of ‘aiding and abetting freedom forces where the patriotism of captive peoples miay be fanned from a spark into action. In one satellite, where fa",https://archive.org/details/cia-readingroom-document-cia-rdp74-00297r000601240025-5
cia-readingroom-document-cia-rdp60-00321r000100090002-0,"CIA Reading Room cia-rdp60-00321r000100090002-0: ""THE MYSTERIOUS DOINGS OF CIA"": BY RICHARD AND GLADYS HARKNESS; IN THE SATURDAY EVENING POST, 6 NOVEMBER 1954; PP. 66 AND 68.",1954-11-06,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp60-00321r000100090002-0
cia-readingroom-document-03019012,CIA Reading Room 03019012: CURRENT INTELLIGENCE BULLETIN - 1954/11/30,1954-11-30,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-03019012
cia-readingroom-document-cia-rdp80r01443r000300170010-1,CIA Reading Room cia-rdp80r01443r000300170010-1: SOVIET-YUGOSLAV RELATIONS,1954-12-08,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"go 15 September, Indian and Yugo press comment on the visit rapturous, stressing common interests of both Sountviee, Tito and his press take pains to deny intention of forming “third force,"" He will go from India to Burma, but is not going to China. Nor will he go to Pakistan, which invited him belatedly. B. This trip to the East extends Tito's post-war travels,",https://archive.org/details/cia-readingroom-document-cia-rdp80r01443r000300170010-1
cia-readingroom-document-cia-rdp80r01443r000300170003-9,CIA Reading Room cia-rdp80r01443r000300170003-9: JAPAN'S NEW PREMIER,1954-12-09,"""minor parties"" China; Coalition Government China 1946",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"for Hatoyama as against 191 for Ogata, the new ‘ president of Yoshida's Liberal Party. B. Hatoyama votes from 120 Democrats, 61 Right Socialists, 73 Left Socialists, and 3 minor parties. Approved For Release 2000/08/30 : CIA-RDP80R01443R000300170003-9 SECRET Approved For Release 2000/08/30,$ GUARPP 80R01443R000300170003-9 C. Socialist's support for Hato",https://archive.org/details/cia-readingroom-document-cia-rdp80r01443r000300170003-9
cia-readingroom-document-cia-rdp78-00915r000700120002-9,CIA Reading Room cia-rdp78-00915r000700120002-9: COMMUNIST AGRARIAN TACTICS A Working Paper prepared in 1954-1955,1955-01-01,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp78-00915r000700120002-9
cia-readingroom-document-cia-rdp80r01443r000300190002-8,CIA Reading Room cia-rdp80r01443r000300190002-8: BACKGROUND - TITO'S TRIP,1955-01-04,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"y. Nehru agreed to return visit summer '55, Joint Tito-Nehru communique: 1. Stressed two nations' similarity of interests, unique world position, but 2, Rejected idea of ""third force bloc, and 3. Called for ""positive, active, and constructive policy"" of nonalign- Approved For Release 2000/88/30 : aga gp ReO PAFSRUG036NTSObUZ""s Approved For Release",https://archive.org/details/cia-readingroom-document-cia-rdp80r01443r000300190002-8
cia-readingroom-document-cia-rdp80r01443r000300190016-3,CIA Reading Room cia-rdp80r01443r000300190016-3: TITO'S TRIP,1955-01-04,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"present visit was joint Tito-Nehru communique, which: 1. Stressed similarity of interests of two countries and unique position in world picture, but 2, Rejected idea of a ""third force bloc,"" and 3. Called for ""positive, active, and constructive policy” of nonalignment, not passive neutralism, State visit to Burma start 6 January, including talks with | P",https://archive.org/details/cia-readingroom-document-cia-rdp80r01443r000300190016-3
cia-readingroom-document-02989043,CIA Reading Room 02989043: CURRENT INTELLIGENCE BULLETIN - 1955/01/12,1955-01-12,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"utralist faction in the SPD. The SPD neutralists believe that present plans for rearmament will preclude German unification. They urge that Germany be united and rearmed ina ""third force"" bloc comprising India, Egypt, and the European Continental powers, which together would form a cordon Sanitaire between the United States and the Soviet Union. FAR EAST",https://archive.org/details/cia-readingroom-document-02989043
cia-readingroom-document-cia-rdp79r01012a006000030013-0,CIA Reading Room cia-rdp79r01012a006000030013-0: PROBABLE DEVELOPMENTS IN INDONESIA THROUGH 1955,1955-03-01,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"o re- main in power. (Paras. 13, 34, 41, 45) 2. We believe the chances are somewhat better than even that elections will be held during the latter half of 1955. The present coalition government, led by the Nationalist Party (PNI) under Premier Ali Sastroamidjojo, is likely to continue in office during 1955 or until elections are held. It is unlikely to make any sig-",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a006000030013-0
cia-readingroom-document-cia-rdp79-00927a000400230001-4,CIA Reading Room cia-rdp79-00927a000400230001-4: CURRENT INTELLIGENCE WEEKLY SUMMARY,1955-03-17,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79-00927a000400230001-4
cia-readingroom-document-cia-rdp80s01540r006600020013-9,CIA Reading Room cia-rdp80s01540r006600020013-9: THE EAST GERMAN MINISTRY OF FOREIGN AFFAIRS,1955-05-04,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"then wish to uphold the capitalist system. That does not exclude the neces- sity to analyze their internal conflicts and to seek to derive io 8 profit from them. The idea of a ""third force"", either in international — politics or inside the countries themselves, is completely ignored. = For the phenomenon of Social Democracy, Lenin's polemic with Kautsky © is stil",https://archive.org/details/cia-readingroom-document-cia-rdp80s01540r006600020013-9
cia-readingroom-document-03194472,CIA Reading Room 03194472: CURRENT INTELLIGENCE BULLETIN - 1955/06/08,1955-06-08,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"to the hard organizational work put in by party secretary Fanfani and will probably encourage him to force a reshuffle of the Rome cabinet and to claim the posts now held by the minor parties. The Christian Democrats do not have a majority in parliament, and the formation of an all-Christian Democratic government would probably not be attempted without a working arr",https://archive.org/details/cia-readingroom-document-03194472
cia-readingroom-document-cia-rdp79r01012a006400010015-6,CIA Reading Room cia-rdp79r01012a006400010015-6: IMPLICATIONS OF GROWING NUCLEAR CAPABILITIES FOR THE COMMUNIST BLOC AND THE FREE WORLD,1955-06-14,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,ilitary consequence left outside the alignments. As a result of this division there is a great rigidity and lack of room for maneuver in internation- al relations. There is no third force of suf- ficient strength to manipulate and perhaps alter the balance of international power. The disputes of lesser states have come increasing- ly to involve the conflicting,https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a006400010015-6
cia-readingroom-document-03448308,CIA Reading Room 03448308: CURRENT INTELLIGENCE BULLETIN - 1955/07/07,1955-07-07,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"h the Liberal Party to block measures supported by the reformist elements in the Labor, Budget, Agriculture, and Public Works Ministries. Furthermore, Christian Demo- crats and minor parties alike have become increasingly uneasy in alliance with each other, and the patience exercised by these groups during Scelba's 16 months in office has worn thin. 7 July 55 CUR",https://archive.org/details/cia-readingroom-document-03448308
cia-readingroom-document-cia-rdp80-00809a000700240026-5,CIA Reading Room cia-rdp80-00809a000700240026-5: PROPAGANDA AND EDUCATION IN THE CHINESE COMMUNIST YOUTH CORPS,1955-09-06,"""Democratic Parties"" Peiping",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"een recruited and trained as propagandists), a non party propaganda network should be organized. In all widespread propaganda movements, the party should work harmoniously with democratic parties and popular bodies; it should Organize all government, People's Liberation Army, cultural, educational 5 and art workers to do propaganda work in order to create a large propa-",https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000700240026-5
cia-readingroom-document-cia-rdp79-00927a000600090001-8,CIA Reading Room cia-rdp79-00927a000600090001-8: CURRENT INTELLIGENCE WEEKLY SUMMARY,1955-09-15,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79-00927a000600090001-8
cia-readingroom-document-cia-rdp79r01012a005800010001-8,CIA Reading Room cia-rdp79r01012a005800010001-8: PROBABLE DEVELOPMENTS IN JAPAN OVER THE NEXT DECADE,1955-09-27,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,L STRENGTHS IN THE LOWER HOUSE (1946-1955) Percentage of Popular Vote NOTE: In the early postwar period many conservatives ran as independents or as representatives of minor parties. Many of the independents and minor parties were gradually absorbed as conservative forces coalesced into two or three major groupings. _ 25035 9-55 Declassified and Appr,https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a005800010001-8
cia-readingroom-document-cia-rdp80-00809a000700240119-2,"CIA Reading Room cia-rdp80-00809a000700240119-2: MILITARY INFORMATION FROM THE SOVIET PRESS, 1 AUGUST-5 OCTOBER 1955",1955-11-15,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80-00809a000700240119-2
cia-readingroom-document-cia-rdp79r01012a006900050001-2,CIA Reading Room cia-rdp79r01012a006900050001-2: PROBABLE DEVELOPMENTS IN THE EUROPEAN SATELLITES THROUGH 1960,1956-01-10,Coalition Government China 1946,False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"policy be- gan to develop. The Communists, well estab- lished in key positions, proceeded to consoli-— date their power and to sovietize the Satellites. In some countries coalition governments were eliminated ‘by means of intimidation and rigged elections. In September 1947 the Cominform was founded, in part to provide Moscow with closer control over the Satellit",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a006900050001-2
cia-readingroom-document-cia-rdp80m01009a001402440008-7,"CIA Reading Room cia-rdp80m01009a001402440008-7: ASSESSMENT OF COMMUNIST SUCCESSES, PROBLEMS AND PROSPECTS",1956-01-26,"""third force"" China",False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80m01009a001402440008-7
cia-readingroom-document-cia-rdp80m01009a001402440009-6,"CIA Reading Room cia-rdp80m01009a001402440009-6: ASSESSMENT OF COMMUNIST SUCCESSES, PROBLEMS AND PROSPECTS",1956-02-03,"""third force"" China",False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80m01009a001402440009-6
cia-readingroom-document-cia-rdp80m01009a001402440006-9,"CIA Reading Room cia-rdp80m01009a001402440006-9: NATIONAL WAR COLLEGE LECTURE 3 FEBRUARY 1956 ASSESSMENT OF COMMUNIST SUCCESSES, PROBLEMS AND PROSPECTS",1956-02-03,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80m01009a001402440006-9
cia-readingroom-document-cia-rdp80m01009a001402440003-2,"CIA Reading Room cia-rdp80m01009a001402440003-2: NATIONAL WAR COLLEGE LECTURE 3 FEBRUARY 1956 ASSESSMENT OF COMMUNIST SUCCESSES, PROBLEMS AND PROSPECTS",1956-02-03,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp80m01009a001402440003-2
cia-readingroom-document-cia-rdp79r01012a007700020003-4,CIA Reading Room cia-rdp79r01012a007700020003-4: PROBABLE DEVELOPMENTS IN THE REPUBLIC OF KOREA THROUGH MID-1957,1956-02-07,"""third force"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"ady pressure on the op- position, making use of the police and other action groups. Rhee will probably continue his present tactic of identifying political op- ponents with a “third force” which allegedly seeks neutralism in the cold war and accom- modation with “Communists, pro-Japanese, and other subversionists.” 19. If Rhee should die before the presidenti",https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a007700020003-4
cia-readingroom-document-cia-rdp79r01012a008000030001-1,CIA Reading Room cia-rdp79r01012a008000030001-1: PROBABLE DEVELOPMENTS IN BURMA,1956-04-10,Coalition Government China 1946,False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-cia-rdp79r01012a008000030001-1
cia-readingroom-document-02995596,CIA Reading Room 02995596: CURRENT INTELLIGENCE BULLETIN - 1956/04/11,1956-04-11,"""third force"" China",False,exclude,无,,未发现民盟名称、民盟前身或核心人物，暂不入库。,local_rules,,https://archive.org/details/cia-readingroom-document-02995596
cia-readingroom-document-cia-rdp79-00927a000900030001-1,CIA Reading Room cia-rdp79-00927a000900030001-1: CURRENT INTELLIGENCE WEEKLY SUMMARY,1956-07-12,"""minor parties"" China",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"d the complete shutout of the pro-Communist Labor- Farmer Party indicate a polar- izing of popular strength between the two major parties to the The disadvantage of the minor parties, JAPANESE HOUSE OF COUNCILORS PRE ELECTION é GREEN BREEZE LIBERAL- DEMOCRATIC PARTY LABOR FARMER PARTY] COMMUNIST PARTY 1 fea 1956-ELECTION INDEPENDENTS L",https://archive.org/details/cia-readingroom-document-cia-rdp79-00927a000900030001-1
cia-readingroom-document-cia-rdp79-00927a001100110001-9,CIA Reading Room cia-rdp79-00927a001100110001-9: CURRENT INTELLIGENCE WEEKLY SUMMARY,1957-02-28,"""Democratic Parties"" Peiping",False,background,无,,OCR 仅出现第三势力、联合政府、少数党派等背景概念，未发现民盟名称或核心人物。,local_rules,"rol of the Icelandic Federation of Labor, however, as well as the Unskilled Workers Union--the country's largest single union--and there are no si thev will be ousted from the coalition government. 25X11 PART III PATTERNS AND PERSPECTIVES THE ARAB SOCIALIST RESURRECTION PARTY ... «. «6 «2 «© « + Page 1 The Arab Socialist Resurrection Party, a leftist, nation",https://archive.org/details/cia-readingroom-document-cia-rdp79-00927a001100110001-9
